gene	accession	hmmsource
K00362_1.7.1.4	HMMsoil20310	FOAM_DB
K00376_1.7.2.4	HMMsoil20356	FOAM_DB
K00261_1.4.1.3	HMMsoil20661	FOAM_DB
K00262_1.4.1.4	HMMsoil20788	FOAM_DB
K00363_1.7.1.4	HMMsoil20836	FOAM_DB
K00374_1.7.99.4	HMMsoil20839	FOAM_DB
K00372_1.7.99.4	HMMsoil20883	FOAM_DB
K00372_1.7.99.4	HMMsoil20896	FOAM_DB
K00260_1.4.1.2	HMMsoil21469	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil21021	FOAM_DB
K04014	HMMsoil21050	FOAM_DB
K04014	HMMsoil21051	FOAM_DB
K02305_1.7.99.7	HMMsoil21086	FOAM_DB
K00362_1.7.1.4	HMMsoil21096	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil21136	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil21060	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil21343	FOAM_DB
K04014	HMMsoil21348	FOAM_DB
K00368_1.7.2.1	HMMsoil21377	FOAM_DB
K00362_1.7.1.4	HMMsoil21381	FOAM_DB
K02568	HMMsoil21409	FOAM_DB
K00368,K00405_1.7.2.1,1.9.3.1	HMMsoil21370	FOAM_DB
K00372_1.7.99.4	HMMsoil21659	FOAM_DB
K00362_1.7.1.4	HMMsoil21697	FOAM_DB
K00362_1.7.1.4	HMMsoil21719	FOAM_DB
K00372_1.7.99.4	HMMsoil21730	FOAM_DB
K04014	HMMsoil21733	FOAM_DB
K00372_1.7.99.4	HMMsoil21735	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil21741	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil21789	FOAM_DB
K10534_1.7.1.3	HMMsoil21916	FOAM_DB
K00362_1.7.1.4	HMMsoil21931	FOAM_DB
K00363_1.7.1.4	HMMsoil21937	FOAM_DB
K00362_1.7.1.4	HMMsoil21967	FOAM_DB
K00372_1.7.99.4	HMMsoil21986	FOAM_DB
K00371_1.7.99.4	HMMsoil21989	FOAM_DB
K00373	HMMsoil22112	FOAM_DB
K00362_1.7.1.4	HMMsoil22301	FOAM_DB
K00362_1.7.1.4	HMMsoil22331	FOAM_DB
K00372_1.7.99.4	HMMsoil22335	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil22412	FOAM_DB
K00362_1.7.1.4	HMMsoil22413	FOAM_DB
K00360,K00387_1.7.1.1,1.8.3.1	HMMsoil22456	FOAM_DB
K00284_1.4.7.1	HMMsoil22422	FOAM_DB
K00362_1.7.1.4	HMMsoil22697	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil22564	FOAM_DB
K00370_1.7.99.4	HMMsoil22660	FOAM_DB
K00372_1.7.99.4	HMMsoil22673	FOAM_DB
K00363_1.7.1.4	HMMsoil22739	FOAM_DB
K00366_1.7.7.1	HMMsoil22753	FOAM_DB
K01953_6.3.5.4	HMMsoil22799	FOAM_DB
K00366_1.7.7.1	HMMsoil23004	FOAM_DB
K01915_6.3.1.2	HMMsoil22856	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil22857	FOAM_DB
K01915_6.3.1.2	HMMsoil22858	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil22934	FOAM_DB
K00372_1.7.99.4	HMMsoil22937	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil22966	FOAM_DB
K00372_1.7.99.4	HMMsoil23018	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil23029	FOAM_DB
K04014	HMMsoil23038	FOAM_DB
K00372_1.7.99.4	HMMsoil23122	FOAM_DB
K00360,K00387,K05301_1.7.1.1,1.8.3.1,1.8.2.1	HMMsoil23161	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil23229	FOAM_DB
K00372_1.7.99.4	HMMsoil23243	FOAM_DB
K00360_1.7.1.1	HMMsoil23252	FOAM_DB
K00374_1.7.99.4	HMMsoil23271	FOAM_DB
K01915_6.3.1.2	HMMsoil23477	FOAM_DB
K00370_1.7.99.4	HMMsoil23528	FOAM_DB
K00374_1.7.99.4	HMMsoil24008	FOAM_DB
K00362_1.7.1.4	HMMsoil24070	FOAM_DB
K04013	HMMsoil24040	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil23629	FOAM_DB
K00362_1.7.1.4	HMMsoil24113	FOAM_DB
K00363_1.7.1.4	HMMsoil23644	FOAM_DB
K00261_1.4.1.3	HMMsoil23645	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil23662	FOAM_DB
K10944_1.14.99.39	HMMsoil23756	FOAM_DB
K00360_1.7.1.1	HMMsoil23767	FOAM_DB
K00372_1.7.99.4	HMMsoil23814	FOAM_DB
K00362_1.7.1.4	HMMsoil23821	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil23893	FOAM_DB
K00360_1.7.1.1	HMMsoil24215	FOAM_DB
K00261_1.4.1.3	HMMsoil24224	FOAM_DB
K00360_1.7.1.1	HMMsoil24229	FOAM_DB
K00368_1.7.2.1	HMMsoil24487	FOAM_DB
K00261_1.4.1.3	HMMsoil24490	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil24497	FOAM_DB
K00261_1.4.1.3	HMMsoil24383	FOAM_DB
K00372_1.7.99.4	HMMsoil24483	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil24641	FOAM_DB
K02567_1.7.99.4	HMMsoil24655	FOAM_DB
K15906	HMMsoil24624	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil24839	FOAM_DB
K00362_1.7.1.4	HMMsoil24914	FOAM_DB
K00261_1.4.1.3	HMMsoil24776	FOAM_DB
K00261_1.4.1.3	HMMsoil24972	FOAM_DB
K00261_1.4.1.3	HMMsoil25069	FOAM_DB
K00362_1.7.1.4	HMMsoil25237	FOAM_DB
K00372_1.7.99.4	HMMsoil25191	FOAM_DB
K00373	HMMsoil25192	FOAM_DB
K00362_1.7.1.4	HMMsoil25305	FOAM_DB
K00262_1.4.1.4	HMMsoil25306	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil25307	FOAM_DB
K00372_1.7.99.4	HMMsoil25442	FOAM_DB
K00372_1.7.99.4	HMMsoil25531	FOAM_DB
K00360_1.7.1.1	HMMsoil25588	FOAM_DB
K00362_1.7.1.4	HMMsoil25589	FOAM_DB
K00261_1.4.1.3	HMMsoil25693	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil25751	FOAM_DB
K00373	HMMsoil25774	FOAM_DB
K00372_1.7.99.4	HMMsoil25789	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil25724	FOAM_DB
K04014	HMMsoil25974	FOAM_DB
K00360_1.7.1.1	HMMsoil26080	FOAM_DB
K00360,K00387_1.7.1.1,1.8.3.1	HMMsoil26196	FOAM_DB
K00371_1.7.99.4	HMMsoil26219	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil26248	FOAM_DB
K00360_1.7.1.1	HMMsoil26252	FOAM_DB
K00372_1.7.99.4	HMMsoil26523	FOAM_DB
K08361	HMMsoil26460	FOAM_DB
K00372_1.7.99.4	HMMsoil26465	FOAM_DB
K00362_1.7.1.4	HMMsoil26474	FOAM_DB
K04014	HMMsoil26570	FOAM_DB
K00366_1.7.7.1	HMMsoil26722	FOAM_DB
K00362_1.7.1.4	HMMsoil26782	FOAM_DB
K02305_1.7.99.7	HMMsoil26791	FOAM_DB
K00366_1.7.7.1	HMMsoil26924	FOAM_DB
K02588_1.18.6.1	HMMsoil26815	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil26819	FOAM_DB
K01915_6.3.1.2	HMMsoil27011	FOAM_DB
K00362_1.7.1.4	HMMsoil27075	FOAM_DB
K10946	HMMsoil26992	FOAM_DB
K00370_1.7.99.4	HMMsoil26996	FOAM_DB
K02305_1.7.99.7	HMMsoil27322	FOAM_DB
K00362_1.7.1.4	HMMsoil27226	FOAM_DB
K00284_1.4.7.1	HMMsoil27505	FOAM_DB
K00362_1.7.1.4	HMMsoil27506	FOAM_DB
K00374_1.7.99.4	HMMsoil27558	FOAM_DB
K00362_1.7.1.4	HMMsoil27588	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil27593	FOAM_DB
K00370_1.7.99.4	HMMsoil27471	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil27809	FOAM_DB
K00376_1.7.99.6	HMMsoil27836	FOAM_DB
K15864	HMMsoil27871	FOAM_DB
K00368_1.7.2.1	HMMsoil27878	FOAM_DB
K01915_6.3.1.2	HMMsoil27329	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil27793	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil28079	FOAM_DB
K00371_1.7.99.4	HMMsoil28041	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil28177	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil28178	FOAM_DB
K00366_1.7.7.1	HMMsoil28271	FOAM_DB
K00366_1.7.7.1	HMMsoil28442	FOAM_DB
K00366_1.7.7.1	HMMsoil28574	FOAM_DB
K04014	HMMsoil28642	FOAM_DB
K00373	HMMsoil28649	FOAM_DB
K00374,K08347_1.7.99.4	HMMsoil28652	FOAM_DB
K00372_1.7.99.4	HMMsoil28551	FOAM_DB
K00360_1.7.1.1	HMMsoil28623	FOAM_DB
K00362_1.7.1.4	HMMsoil28633	FOAM_DB
K00362_1.7.1.4	HMMsoil28663	FOAM_DB
K00373	HMMsoil28894	FOAM_DB
K00368,K02277_1.7.2.1,1.9.3.1	HMMsoil28946	FOAM_DB
K00368_1.7.2.1	HMMsoil28910	FOAM_DB
K00372_1.7.99.4	HMMsoil28926	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil28981	FOAM_DB
K04014	HMMsoil29060	FOAM_DB
K00366_1.7.7.1	HMMsoil29231	FOAM_DB
K00360_1.7.1.1	HMMsoil29141	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil29186	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil29200	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil29217	FOAM_DB
K00363_1.7.1.4	HMMsoil29221	FOAM_DB
K02567_1.7.99.4	HMMsoil29395	FOAM_DB
K00262_1.4.1.4	HMMsoil29433	FOAM_DB
K00374_1.7.99.4	HMMsoil29449	FOAM_DB
K01425_3.5.1.2	HMMsoil29523	FOAM_DB
K00261_1.4.1.3	HMMsoil29506	FOAM_DB
K00362_1.7.1.4	HMMsoil29689	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil29942	FOAM_DB
K04014	HMMsoil29991	FOAM_DB
K00372_1.7.99.4	HMMsoil30017	FOAM_DB
K00372_1.7.99.4	HMMsoil30018	FOAM_DB
K00362_1.7.1.4	HMMsoil30075	FOAM_DB
K10944_1.14.99.39	HMMsoil30220	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil30264	FOAM_DB
K00362_1.7.1.4	HMMsoil30267	FOAM_DB
K10534_1.7.1.3	HMMsoil30297	FOAM_DB
K00370_1.7.99.4	HMMsoil30302	FOAM_DB
K00372_1.7.99.4	HMMsoil30306	FOAM_DB
K05601,K15864,K00368_1.7.99.1,1.7.2.1	HMMsoil30336	FOAM_DB
K00363_1.7.1.4	HMMsoil30355	FOAM_DB
K00366_1.7.7.1	HMMsoil30458	FOAM_DB
K00372_1.7.99.4	HMMsoil30512	FOAM_DB
K00362_1.7.1.4	HMMsoil30517	FOAM_DB
K04014	HMMsoil30544	FOAM_DB
K02567_1.7.99.4	HMMsoil31148	FOAM_DB
K00372_1.7.99.4	HMMsoil30847	FOAM_DB
K04013	HMMsoil30861	FOAM_DB
K00368_1.7.2.1	HMMsoil30799	FOAM_DB
K00366_1.7.7.1	HMMsoil30800	FOAM_DB
K00362_1.7.1.4	HMMsoil30874	FOAM_DB
K03385_1.7.2.2	HMMsoil30881	FOAM_DB
K04014	HMMsoil30897	FOAM_DB
K00366_1.7.7.1	HMMsoil31070	FOAM_DB
K00366_1.7.7.1	HMMsoil31071	FOAM_DB
K00366_1.7.7.1	HMMsoil31075	FOAM_DB
K01953_6.3.5.4	HMMsoil31200	FOAM_DB
K00371_1.7.99.4	HMMsoil31379	FOAM_DB
K00372_1.7.99.4	HMMsoil31381	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil31462	FOAM_DB
K00362_1.7.1.4	HMMsoil31341	FOAM_DB
K00374_1.7.99.4	HMMsoil31359	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil31375	FOAM_DB
K02567_1.7.99.4	HMMsoil31674	FOAM_DB
K00370_1.7.99.4	HMMsoil31595	FOAM_DB
K00371_1.7.99.4	HMMsoil31607	FOAM_DB
K00366_1.7.7.1	HMMsoil31823	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil31857	FOAM_DB
K00362_1.7.1.4	HMMsoil31869	FOAM_DB
K00362_1.7.1.4	HMMsoil32104	FOAM_DB
K00363_1.7.1.4	HMMsoil32189	FOAM_DB
K00362_1.7.1.4	HMMsoil32207	FOAM_DB
K00362_1.7.1.4	HMMsoil32208	FOAM_DB
K00363_1.7.1.4	HMMsoil32221	FOAM_DB
K00372_1.7.99.4	HMMsoil32434	FOAM_DB
K00373	HMMsoil32484	FOAM_DB
K02591_1.18.6.1	HMMsoil32495	FOAM_DB
K08361	HMMsoil32722	FOAM_DB
K00373	HMMsoil33263	FOAM_DB
K00371_1.7.99.4	HMMsoil32926	FOAM_DB
K00374_1.7.99.4	HMMsoil32936	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil32954	FOAM_DB
K00368_1.7.2.1	HMMsoil32962	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil33007	FOAM_DB
K00374_1.7.99.4	HMMsoil33008	FOAM_DB
K00363_1.7.1.4	HMMsoil33166	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil33316	FOAM_DB
K04015	HMMsoil33215	FOAM_DB
K00362_1.7.1.4	HMMsoil33272	FOAM_DB
K00373	HMMsoil33425	FOAM_DB
K10946	HMMsoil33485	FOAM_DB
K00363_1.7.1.4	HMMsoil33504	FOAM_DB
K00366_1.7.7.1	HMMsoil33567	FOAM_DB
K00363_1.7.1.4	HMMsoil33835	FOAM_DB
K00360_1.7.1.1	HMMsoil33775	FOAM_DB
K01915_6.3.1.2	HMMsoil33807	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil33819	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil33938	FOAM_DB
K02591_1.18.6.1	HMMsoil33867	FOAM_DB
K04015	HMMsoil34056	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil34058	FOAM_DB
K01915_6.3.1.2	HMMsoil34172	FOAM_DB
K00370_1.7.99.4	HMMsoil34024	FOAM_DB
K00372_1.7.99.4	HMMsoil34031	FOAM_DB
K00371_1.7.99.4	HMMsoil34096	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil34122	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil34294	FOAM_DB
K00362_1.7.1.4	HMMsoil34325	FOAM_DB
K10535_1.7.3.4	HMMsoil34327	FOAM_DB
K00366_1.7.7.1	HMMsoil34331	FOAM_DB
K00371_1.7.99.4	HMMsoil34196	FOAM_DB
K00366_1.7.7.1	HMMsoil34488	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil34662	FOAM_DB
K00261_1.4.1.3	HMMsoil34663	FOAM_DB
K02567_1.7.99.4	HMMsoil34541	FOAM_DB
K00366_1.7.7.1	HMMsoil34577	FOAM_DB
K00373	HMMsoil34595	FOAM_DB
K02567_1.7.99.4	HMMsoil34631	FOAM_DB
K00372_1.7.99.4	HMMsoil34795	FOAM_DB
K03385_1.7.2.2	HMMsoil34826	FOAM_DB
K00366_1.7.7.1	HMMsoil34869	FOAM_DB
K00373	HMMsoil34872	FOAM_DB
K00366_1.7.7.1	HMMsoil34873	FOAM_DB
K00363_1.7.1.4	HMMsoil35040	FOAM_DB
K00373	HMMsoil35092	FOAM_DB
K00366_1.7.7.1	HMMsoil35103	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil35328	FOAM_DB
K00363_1.7.1.4	HMMsoil35411	FOAM_DB
K15878	HMMsoil35602	FOAM_DB
K00366_1.7.7.1	HMMsoil35666	FOAM_DB
K00362_1.7.1.4	HMMsoil35759	FOAM_DB
K00366_1.7.7.1	HMMsoil35844	FOAM_DB
K10945	HMMsoil35852	FOAM_DB
K00363_1.7.1.4	HMMsoil35863	FOAM_DB
K00362_1.7.1.4	HMMsoil35938	FOAM_DB
K15864	HMMsoil35957	FOAM_DB
K04014	HMMsoil35960	FOAM_DB
K00368_1.7.2.1	HMMsoil36033	FOAM_DB
K10944_1.14.99.39	HMMsoil36161	FOAM_DB
K00371_1.7.99.4	HMMsoil36167	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil36176	FOAM_DB
K02567,K00372,K00369_1.7.99.4	HMMsoil36216	FOAM_DB
K00362_1.7.1.4	HMMsoil36218	FOAM_DB
K00360,K00387_1.7.1.1,1.8.3.1	HMMsoil36106	FOAM_DB
K00373	HMMsoil36402	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil36479	FOAM_DB
K00362_1.7.1.4	HMMsoil36485	FOAM_DB
K00363_1.7.1.4	HMMsoil36507	FOAM_DB
K00373	HMMsoil36639	FOAM_DB
K00360,K05301,K00387_1.7.1.1,1.8.2.1,1.8.3.1	HMMsoil36730	FOAM_DB
K00260_1.4.1.2	HMMsoil36593	FOAM_DB
K00362_1.7.1.4	HMMsoil36959	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil36980	FOAM_DB
K00371_1.7.99.4	HMMsoil36989	FOAM_DB
K00360_1.7.1.1	HMMsoil36995	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil37037	FOAM_DB
K00368_1.7.2.1	HMMsoil37017	FOAM_DB
K04014	HMMsoil37253	FOAM_DB
K00362_1.7.1.4	HMMsoil37359	FOAM_DB
K00372_1.7.99.4	HMMsoil37232	FOAM_DB
K00363_1.7.1.4	HMMsoil37235	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil37506	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil37581	FOAM_DB
K00363_1.7.1.4	HMMsoil37582	FOAM_DB
K00360_1.7.1.1	HMMsoil37624	FOAM_DB
K00360_1.7.1.1	HMMsoil37714	FOAM_DB
K00362_1.7.1.4	HMMsoil38004	FOAM_DB
K00372_1.7.99.4	HMMsoil37881	FOAM_DB
K00362_1.7.1.4	HMMsoil38084	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil38126	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil38219	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil38341	FOAM_DB
K00366_1.7.7.1	HMMsoil38351	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil38489	FOAM_DB
K02591_1.18.6.1	HMMsoil38696	FOAM_DB
K00362_1.7.1.4	HMMsoil38640	FOAM_DB
K00374_1.7.99.4	HMMsoil38939	FOAM_DB
K00366_1.7.7.1	HMMsoil39034	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil38888	FOAM_DB
K00262_1.4.1.4	HMMsoil39072	FOAM_DB
K00362_1.7.1.4	HMMsoil39075	FOAM_DB
K00372_1.7.99.4	HMMsoil39078	FOAM_DB
K00362_1.7.1.4	HMMsoil39238	FOAM_DB
K00362,K00363_1.7.1.4	HMMsoil39252	FOAM_DB
K00366_1.7.7.1	HMMsoil39324	FOAM_DB
K04014	HMMsoil39331	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil39369	FOAM_DB
K00372_1.7.99.4	HMMsoil39792	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil39527	FOAM_DB
K00371_1.7.99.4	HMMsoil39742	FOAM_DB
K00368_1.7.2.1	HMMsoil39954	FOAM_DB
K02567_1.7.99.4	HMMsoil39995	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil39996	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil39997	FOAM_DB
K00362_1.7.1.4	HMMsoil40000	FOAM_DB
K01915_6.3.1.2	HMMsoil40094	FOAM_DB
K00372_1.7.99.4	HMMsoil40109	FOAM_DB
K02567_1.7.99.4	HMMsoil39979	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil40215	FOAM_DB
K00362_1.7.1.4	HMMsoil40310	FOAM_DB
K00368,K02275_1.7.2.1,1.9.3.1	HMMsoil40318	FOAM_DB
K00372_1.7.99.4	HMMsoil40373	FOAM_DB
K00362_1.7.1.4	HMMsoil40374	FOAM_DB
K04561_1.7.2.5	HMMsoil40469	FOAM_DB
K00360_1.7.1.1	HMMsoil40631	FOAM_DB
K00370_1.7.99.4	HMMsoil40534	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil40700	FOAM_DB
K00374_1.7.99.4	HMMsoil40567	FOAM_DB
K02567_1.7.99.4	HMMsoil40581	FOAM_DB
K00360_1.7.1.1	HMMsoil40796	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil40662	FOAM_DB
K00366_1.7.7.1	HMMsoil40859	FOAM_DB
K00360_1.7.1.1	HMMsoil40890	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil40780	FOAM_DB
K04014	HMMsoil40836	FOAM_DB
K00372_1.7.99.4	HMMsoil41000	FOAM_DB
K02305	HMMsoil41107	FOAM_DB
K00372_1.7.99.4	HMMsoil41109	FOAM_DB
K00362_1.7.1.4	HMMsoil41135	FOAM_DB
K00372_1.7.99.4	HMMsoil41142	FOAM_DB
K00362_1.7.1.4	HMMsoil41162	FOAM_DB
K00372_1.7.99.4	HMMsoil40985	FOAM_DB
K00362_1.7.1.4	HMMsoil40986	FOAM_DB
K00372_1.7.99.4	HMMsoil41190	FOAM_DB
K02567_1.7.99.4	HMMsoil41281	FOAM_DB
K00368_1.7.2.1	HMMsoil41336	FOAM_DB
K00362_1.7.1.4	HMMsoil41170	FOAM_DB
K00370_1.7.99.4	HMMsoil41374	FOAM_DB
K00372_1.7.99.4	HMMsoil41437	FOAM_DB
K00371_1.7.99.4	HMMsoil41370	FOAM_DB
K00372_1.7.99.4	HMMsoil41513	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil41515	FOAM_DB
K00262_1.4.1.4	HMMsoil41517	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil41634	FOAM_DB
K00374_1.7.99.4	HMMsoil41681	FOAM_DB
K00372_1.7.99.4	HMMsoil41717	FOAM_DB
K00373	HMMsoil41970	FOAM_DB
K00362_1.7.1.4	HMMsoil41976	FOAM_DB
K00376_1.7.99.6	HMMsoil41977	FOAM_DB
K00362_1.7.1.4	HMMsoil41951	FOAM_DB
K00363_1.7.1.4	HMMsoil41961	FOAM_DB
K00371,K08346,K15906_1.7.99.4	HMMsoil42014	FOAM_DB
K01915_6.3.1.2	HMMsoil42107	FOAM_DB
K00362_1.7.1.4	HMMsoil41998	FOAM_DB
K00372_1.7.99.4	HMMsoil42198	FOAM_DB
K01425_3.5.1.2	HMMsoil42045	FOAM_DB
K04014	HMMsoil42257	FOAM_DB
K00374,K08347_1.7.99.4	HMMsoil42220	FOAM_DB
K04015	HMMsoil42509	FOAM_DB
K02591_1.18.6.1	HMMsoil42540	FOAM_DB
K00362_1.7.1.4	HMMsoil42574	FOAM_DB
K00371_1.7.99.4	HMMsoil42756	FOAM_DB
K00373	HMMsoil42772	FOAM_DB
K00372_1.7.99.4	HMMsoil42852	FOAM_DB
K00261_1.4.1.3	HMMsoil42881	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil42727	FOAM_DB
K10534_1.7.1.3	HMMsoil42736	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil42954	FOAM_DB
K00362_1.7.1.4	HMMsoil42981	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil42986	FOAM_DB
K05601_1.7.99.1	HMMsoil43001	FOAM_DB
K00360_1.7.1.1	HMMsoil42933	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil43044	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil43046	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil43071	FOAM_DB
K00362_1.7.1.4	HMMsoil43011	FOAM_DB
K00362_1.7.1.4	HMMsoil43014	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil43196	FOAM_DB
K00260_1.4.1.2	HMMsoil43253	FOAM_DB
K00360_1.7.1.1	HMMsoil43457	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil43502	FOAM_DB
K00260_1.4.1.2	HMMsoil43523	FOAM_DB
K00368_1.7.2.1	HMMsoil43524	FOAM_DB
K08361	HMMsoil43543	FOAM_DB
K00362_1.7.1.4	HMMsoil43789	FOAM_DB
K00366_1.7.7.1	HMMsoil43792	FOAM_DB
K03385_1.7.2.2	HMMsoil43810	FOAM_DB
K00374_1.7.99.4	HMMsoil43972	FOAM_DB
K00374_1.7.99.4	HMMsoil44052	FOAM_DB
K00371_1.7.99.4	HMMsoil44001	FOAM_DB
K00360_1.7.1.1	HMMsoil44008	FOAM_DB
K00372_1.7.99.4	HMMsoil44242	FOAM_DB
K00366_1.7.7.1	HMMsoil44318	FOAM_DB
K03385_1.7.2.2	HMMsoil44171	FOAM_DB
K00362_1.7.1.4	HMMsoil44357	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil44368	FOAM_DB
K00362_1.7.1.4	HMMsoil44435	FOAM_DB
K00366_1.7.7.1	HMMsoil44629	FOAM_DB
K00366_1.7.7.1	HMMsoil45194	FOAM_DB
K00366_1.7.7.1	HMMsoil44907	FOAM_DB
K00360_1.7.1.1	HMMsoil44961	FOAM_DB
K00372_1.7.99.4	HMMsoil45010	FOAM_DB
K08361	HMMsoil44855	FOAM_DB
K00366_1.7.7.1	HMMsoil44948	FOAM_DB
K00362_1.7.1.4	HMMsoil45149	FOAM_DB
K00363_1.7.1.4	HMMsoil45122	FOAM_DB
K00366_1.7.7.1	HMMsoil45409	FOAM_DB
K01915_6.3.1.2	HMMsoil45264	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil45265	FOAM_DB
K00362_1.7.1.4	HMMsoil45458	FOAM_DB
K00372_1.7.99.4	HMMsoil45473	FOAM_DB
K00262_1.4.1.4	HMMsoil45521	FOAM_DB
K00362_1.7.1.4	HMMsoil45666	FOAM_DB
K04014	HMMsoil45687	FOAM_DB
K00362_1.7.1.4	HMMsoil45896	FOAM_DB
K00373	HMMsoil45899	FOAM_DB
K00261_1.4.1.3	HMMsoil45760	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil45785	FOAM_DB
K00366_1.7.7.1	HMMsoil45796	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil45799	FOAM_DB
K00372_1.7.99.4	HMMsoil46197	FOAM_DB
K00360_1.7.1.1	HMMsoil46203	FOAM_DB
K05601,K15864,K00368_1.7.99.1,1.7.2.1	HMMsoil46003	FOAM_DB
K04014	HMMsoil46077	FOAM_DB
K00363_1.7.1.4	HMMsoil45957	FOAM_DB
K02305	HMMsoil46487	FOAM_DB
