gene	accession	hmmsource
K00266_1.4.1.13,1.4.1.14	HMMsoil46359	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil46366	FOAM_DB
K04014	HMMsoil46625	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil46461	FOAM_DB
K00360_1.7.1.1	HMMsoil46794	FOAM_DB
K00374,K08347_1.7.99.4	HMMsoil46762	FOAM_DB
K00360_1.7.1.1	HMMsoil46881	FOAM_DB
K00372_1.7.99.4	HMMsoil46882	FOAM_DB
K03385_1.7.2.2	HMMsoil46889	FOAM_DB
K02567_1.7.99.4	HMMsoil46975	FOAM_DB
K00284_1.4.7.1	HMMsoil46991	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil46992	FOAM_DB
K00368_1.7.2.1	HMMsoil47021	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil47069	FOAM_DB
K00368_1.7.2.1	HMMsoil47012	FOAM_DB
K00372_1.7.99.4	HMMsoil47014	FOAM_DB
K00362_1.7.1.4	HMMsoil47283	FOAM_DB
K00362_1.7.1.4	HMMsoil47291	FOAM_DB
K00362_1.7.1.4	HMMsoil47312	FOAM_DB
K00265,K00264,K00284_1.4.1.13,1.4.1.14,1.4.7.1	HMMsoil47154	FOAM_DB
K00362_1.7.1.4	HMMsoil47434	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil47640	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil47507	FOAM_DB
K00366_1.7.7.1	HMMsoil47513	FOAM_DB
K00372_1.7.99.4	HMMsoil47603	FOAM_DB
K04014	HMMsoil47816	FOAM_DB
K00362_1.7.1.4	HMMsoil47833	FOAM_DB
K00366_1.7.7.1	HMMsoil47852	FOAM_DB
K00374_1.7.99.4	HMMsoil47936	FOAM_DB
K00370_1.7.99.4	HMMsoil47856	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil48218	FOAM_DB
K00362_1.7.1.4	HMMsoil48109	FOAM_DB
K00372_1.7.99.4	HMMsoil48326	FOAM_DB
K10535_1.7.3.4	HMMsoil48330	FOAM_DB
K00362_1.7.1.4	HMMsoil48198	FOAM_DB
K00368_1.7.2.1	HMMsoil48365	FOAM_DB
K15864,K00368,K05601_1.7.2.1,1.7.99.1	HMMsoil48581	FOAM_DB
K00372_1.7.99.4	HMMsoil48602	FOAM_DB
K00362_1.7.1.4	HMMsoil48603	FOAM_DB
K00362_1.7.1.4	HMMsoil48605	FOAM_DB
K00372_1.7.99.4	HMMsoil48468	FOAM_DB
K00372_1.7.99.4	HMMsoil48469	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil48659	FOAM_DB
K00362_1.7.1.4	HMMsoil48540	FOAM_DB
K00376_1.7.2.4	HMMsoil48793	FOAM_DB
K00362_1.7.1.4	HMMsoil48614	FOAM_DB
K00371_1.7.99.4	HMMsoil48616	FOAM_DB
K00360_1.7.1.1	HMMsoil48833	FOAM_DB
K00372_1.7.99.4	HMMsoil48845	FOAM_DB
K00372_1.7.99.4	HMMsoil48823	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil49039	FOAM_DB
K00360_1.7.1.1	HMMsoil49094	FOAM_DB
K00362_1.7.1.4	HMMsoil49120	FOAM_DB
K00368_1.7.2.1	HMMsoil49157	FOAM_DB
K00363_1.7.1.4	HMMsoil49076	FOAM_DB
K02567_1.7.99.4	HMMsoil49081	FOAM_DB
K00362_1.7.1.4	HMMsoil49278	FOAM_DB
K00372_1.7.99.4	HMMsoil49117	FOAM_DB
K00360_1.7.1.1	HMMsoil49388	FOAM_DB
K00362_1.7.1.4	HMMsoil49538	FOAM_DB
K00362_1.7.1.4	HMMsoil49625	FOAM_DB
K15864,K00368_1.7.2.1,1.7.99.1	HMMsoil49631	FOAM_DB
K00370_1.7.99.4	HMMsoil49633	FOAM_DB
K04014	HMMsoil49649	FOAM_DB
K00366_1.7.7.1	HMMsoil49751	FOAM_DB
K00362_1.7.1.4	HMMsoil49577	FOAM_DB
K00362_1.7.1.4	HMMsoil49580	FOAM_DB
K00366_1.7.7.1	HMMsoil49603	FOAM_DB
K00368_1.7.2.1	HMMsoil49851	FOAM_DB
K08361	HMMsoil49917	FOAM_DB
K00368_1.7.2.1	HMMsoil49935	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil50013	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil50150	FOAM_DB
K00372_1.7.99.4	HMMsoil50213	FOAM_DB
K00362_1.7.1.4	HMMsoil50225	FOAM_DB
K00374_1.7.99.4	HMMsoil50135	FOAM_DB
K00372_1.7.99.4	HMMsoil50142	FOAM_DB
K00362_1.7.1.4	HMMsoil50406	FOAM_DB
K00362_1.7.1.4	HMMsoil50416	FOAM_DB
K00362_1.7.1.4	HMMsoil50650	FOAM_DB
K00372_1.7.99.4	HMMsoil50651	FOAM_DB
K00362_1.7.1.4	HMMsoil50676	FOAM_DB
K00362_1.7.1.4	HMMsoil50626	FOAM_DB
K04014	HMMsoil50886	FOAM_DB
K00362_1.7.1.4	HMMsoil50917	FOAM_DB
K00360_1.7.1.1	HMMsoil50935	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil50979	FOAM_DB
K00366_1.7.7.1	HMMsoil50981	FOAM_DB
K00372_1.7.99.4	HMMsoil50983	FOAM_DB
K00368,K15864_1.7.2.1	HMMsoil50987	FOAM_DB
K00261_1.4.1.3	HMMsoil50826	FOAM_DB
K00372_1.7.99.4	HMMsoil50989	FOAM_DB
K00360_1.7.1.1	HMMsoil50997	FOAM_DB
K08361	HMMsoil51156	FOAM_DB
K00362_1.7.1.4	HMMsoil51242	FOAM_DB
K02586_1.18.6.1	HMMsoil51269	FOAM_DB
K00362_1.7.1.4	HMMsoil51274	FOAM_DB
K00366_1.7.7.1	HMMsoil51284	FOAM_DB
K00372_1.7.99.4	HMMsoil51454	FOAM_DB
K00366_1.7.7.1	HMMsoil51496	FOAM_DB
K00370_1.7.99.4	HMMsoil51579	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil51589	FOAM_DB
K01915_6.3.1.2	HMMsoil51594	FOAM_DB
K00372_1.7.99.4	HMMsoil51760	FOAM_DB
K00363_1.7.1.4	HMMsoil51761	FOAM_DB
K00366_1.7.7.1	HMMsoil51777	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil51897	FOAM_DB
K00362_1.7.1.4	HMMsoil52093	FOAM_DB
K00376_1.7.2.4	HMMsoil52326	FOAM_DB
K00360_1.7.1.1	HMMsoil52377	FOAM_DB
K00264_1.4.1.13,1.4.1.14	HMMsoil52393	FOAM_DB
K00265,K00264,K00284_1.4.1.13,1.4.1.14,1.4.7.1	HMMsoil52394	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil52649	FOAM_DB
K05601,K00368_1.7.99.1,1.7.2.1	HMMsoil52775	FOAM_DB
K00372_1.7.99.4	HMMsoil52837	FOAM_DB
K00362_1.7.1.4	HMMsoil52853	FOAM_DB
K00372_1.7.99.4	HMMsoil52872	FOAM_DB
K00362_1.7.1.4	HMMsoil52889	FOAM_DB
K00370_1.7.99.4	HMMsoil53139	FOAM_DB
K00372_1.7.99.4	HMMsoil53145	FOAM_DB
K00362_1.7.1.4	HMMsoil53028	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil53060	FOAM_DB
K04014	HMMsoil53070	FOAM_DB
K00360,K00507_1.7.1.1,1.14.19.1	HMMsoil53116	FOAM_DB
K00261_1.4.1.3	HMMsoil53241	FOAM_DB
K00362_1.7.1.4	HMMsoil53328	FOAM_DB
K00372_1.7.99.4	HMMsoil53356	FOAM_DB
K00374_1.7.99.4	HMMsoil53321	FOAM_DB
K00372_1.7.99.4	HMMsoil53366	FOAM_DB
K00372_1.7.99.4	HMMsoil53381	FOAM_DB
K01915_6.3.1.2	HMMsoil53545	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil53567	FOAM_DB
K04014	HMMsoil53865	FOAM_DB
K00374_1.7.99.4	HMMsoil53872	FOAM_DB
K00362_1.7.1.4	HMMsoil53895	FOAM_DB
K00360_1.7.1.1	HMMsoil53851	FOAM_DB
K00284_1.4.7.1	HMMsoil53855	FOAM_DB
K00362,K00372_1.7.1.4,1.7.99.4	HMMsoil53935	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil54168	FOAM_DB
K00376_1.7.99.6	HMMsoil54178	FOAM_DB
K10946	HMMsoil54180	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil54027	FOAM_DB
K00372_1.7.99.4	HMMsoil54143	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil54699	FOAM_DB
K00370_1.7.99.4	HMMsoil54367	FOAM_DB
K00362_1.7.1.4	HMMsoil54398	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil54402	FOAM_DB
K00372_1.7.99.4	HMMsoil54482	FOAM_DB
K00360_1.7.1.1	HMMsoil54521	FOAM_DB
K00262_1.4.1.4	HMMsoil54557	FOAM_DB
K00370_1.7.99.4	HMMsoil54894	FOAM_DB
K00262_1.4.1.4	HMMsoil54761	FOAM_DB
K00261_1.4.1.3	HMMsoil54762	FOAM_DB
K00362_1.7.1.4	HMMsoil54952	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil54965	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil54816	FOAM_DB
K00370_1.7.99.4	HMMsoil54896	FOAM_DB
K00373	HMMsoil54928	FOAM_DB
K00373	HMMsoil54929	FOAM_DB
K02568	HMMsoil55172	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil55006	FOAM_DB
K00372_1.7.99.4	HMMsoil55228	FOAM_DB
K04014	HMMsoil55129	FOAM_DB
K00363_1.7.1.4	HMMsoil55284	FOAM_DB
K00262_1.4.1.4	HMMsoil55286	FOAM_DB
K00362_1.7.1.4	HMMsoil55460	FOAM_DB
K00366_1.7.7.1	HMMsoil55518	FOAM_DB
K00360_1.7.1.1	HMMsoil55784	FOAM_DB
K00362_1.7.1.4	HMMsoil55813	FOAM_DB
K00362_1.7.1.4	HMMsoil55730	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil55916	FOAM_DB
K00368_1.7.2.1	HMMsoil55930	FOAM_DB
K00373	HMMsoil55959	FOAM_DB
K00362_1.7.1.4	HMMsoil56051	FOAM_DB
K04014	HMMsoil56333	FOAM_DB
K00362_1.7.1.4	HMMsoil56363	FOAM_DB
K01915_6.3.1.2	HMMsoil56376	FOAM_DB
K00372_1.7.99.4	HMMsoil56556	FOAM_DB
K00362_1.7.1.4	HMMsoil56575	FOAM_DB
K00360_1.7.1.1	HMMsoil56402	FOAM_DB
K04015	HMMsoil56608	FOAM_DB
K00366_1.7.7.1	HMMsoil56625	FOAM_DB
K00261_1.4.1.3	HMMsoil56683	FOAM_DB
K00362_1.7.1.4	HMMsoil56831	FOAM_DB
K00372_1.7.99.4	HMMsoil56908	FOAM_DB
K00362_1.7.1.4	HMMsoil57017	FOAM_DB
K00370_1.7.99.4	HMMsoil57020	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil57064	FOAM_DB
K00366_1.7.7.1	HMMsoil57091	FOAM_DB
K00362_1.7.1.4	HMMsoil57099	FOAM_DB
K02305_1.7.99.7	HMMsoil57134	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil57304	FOAM_DB
K08347_1.7.99.4	HMMsoil57308	FOAM_DB
K00370_1.7.99.4	HMMsoil57356	FOAM_DB
K00362_1.7.1.4	HMMsoil57357	FOAM_DB
K00372_1.7.99.4	HMMsoil57520	FOAM_DB
K00368_1.7.2.1	HMMsoil57589	FOAM_DB
K00374_1.7.99.4	HMMsoil57600	FOAM_DB
K04014	HMMsoil57437	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil57548	FOAM_DB
K04015	HMMsoil57580	FOAM_DB
K00368,K05601_1.7.2.1,1.7.99.1	HMMsoil57705	FOAM_DB
K04014	HMMsoil57712	FOAM_DB
K10535_1.7.3.4	HMMsoil57625	FOAM_DB
K02567_1.7.99.4	HMMsoil57815	FOAM_DB
K00362_1.7.1.4	HMMsoil57844	FOAM_DB
K00362_1.7.1.4	HMMsoil57864	FOAM_DB
K00372_1.7.99.4	HMMsoil57891	FOAM_DB
K00362_1.7.1.4	HMMsoil57923	FOAM_DB
K00368_1.7.2.1	HMMsoil57924	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil57929	FOAM_DB
K00362_1.7.1.4	HMMsoil57931	FOAM_DB
K02591_1.18.6.1	HMMsoil57932	FOAM_DB
K00370_1.7.99.4	HMMsoil58094	FOAM_DB
K04014	HMMsoil58101	FOAM_DB
K00371_1.7.99.4	HMMsoil58102	FOAM_DB
K00366_1.7.7.1	HMMsoil58120	FOAM_DB
K00370_1.7.99.4	HMMsoil58187	FOAM_DB
K00372_1.7.99.4	HMMsoil58200	FOAM_DB
K00363,K00362_1.7.1.4	HMMsoil58201	FOAM_DB
K00366_1.7.7.1	HMMsoil58414	FOAM_DB
K02591_1.18.6.1	HMMsoil58296	FOAM_DB
K01425_3.5.1.2	HMMsoil58576	FOAM_DB
K02567_1.7.99.4	HMMsoil58596	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil58618	FOAM_DB
K00363_1.7.1.4	HMMsoil58444	FOAM_DB
K00366_1.7.7.1	HMMsoil58832	FOAM_DB
K02567_1.7.99.4	HMMsoil58849	FOAM_DB
K00372_1.7.99.4	HMMsoil58673	FOAM_DB
K00260_1.4.1.2	HMMsoil58692	FOAM_DB
K00362_1.7.1.4	HMMsoil58916	FOAM_DB
K00372_1.7.99.4	HMMsoil58942	FOAM_DB
K00376_1.7.99.6	HMMsoil58943	FOAM_DB
K00261_1.4.1.3	HMMsoil58794	FOAM_DB
K02305_1.7.99.7	HMMsoil58870	FOAM_DB
K00371_1.7.99.4	HMMsoil59126	FOAM_DB
K00260_1.4.1.2	HMMsoil58988	FOAM_DB
K00366_1.7.7.1	HMMsoil59166	FOAM_DB
K01915_6.3.1.2	HMMsoil59475	FOAM_DB
K00372_1.7.99.4	HMMsoil59458	FOAM_DB
K00372_1.7.99.4	HMMsoil59742	FOAM_DB
K00261_1.4.1.3	HMMsoil59744	FOAM_DB
K00371_1.7.99.4	HMMsoil59931	FOAM_DB
K00373	HMMsoil59932	FOAM_DB
K02591_1.18.6.1	HMMsoil59770	FOAM_DB
K00362_1.7.1.4	HMMsoil59771	FOAM_DB
K10535_1.7.3.4	HMMsoil60006	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil60011	FOAM_DB
K00261_1.4.1.3	HMMsoil60023	FOAM_DB
K00366_1.7.7.1	HMMsoil59885	FOAM_DB
K00360_1.7.1.1	HMMsoil60307	FOAM_DB
K00360_1.7.1.1	HMMsoil60565	FOAM_DB
K02591_1.18.6.1	HMMsoil60568	FOAM_DB
K00372_1.7.99.4	HMMsoil60479	FOAM_DB
K00374_1.7.99.4	HMMsoil60526	FOAM_DB
K00371,K08346,K15906_1.7.99.4	HMMsoil61040	FOAM_DB
K00362_1.7.1.4	HMMsoil61041	FOAM_DB
K00374,K08347_1.7.99.4	HMMsoil60760	FOAM_DB
K02591_1.18.6.1	HMMsoil60597	FOAM_DB
K00362_1.7.1.4	HMMsoil60790	FOAM_DB
K15906	HMMsoil60823	FOAM_DB
K10534_1.7.1.3	HMMsoil60986	FOAM_DB
K00373	HMMsoil60999	FOAM_DB
K00374_1.7.99.4	HMMsoil61005	FOAM_DB
K00362_1.7.1.4	HMMsoil61052	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil61081	FOAM_DB
K00363_1.7.1.4	HMMsoil61220	FOAM_DB
K03385_1.7.2.2	HMMsoil61256	FOAM_DB
K00370_1.7.99.4	HMMsoil61324	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil61392	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil61246	FOAM_DB
K00362_1.7.1.4	HMMsoil61567	FOAM_DB
K00362_1.7.1.4	HMMsoil61574	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil61606	FOAM_DB
K00360_1.7.1.1	HMMsoil61611	FOAM_DB
K00262_1.4.1.4	HMMsoil61447	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil61538	FOAM_DB
K00376_1.7.99.6	HMMsoil61664	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil61667	FOAM_DB
K00363,K00362_1.7.1.4	HMMsoil62160	FOAM_DB
K02567_1.7.99.4	HMMsoil61791	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil61919	FOAM_DB
K00368,K15864_1.7.2.1,1.7.99.1	HMMsoil62062	FOAM_DB
K00362_1.7.1.4	HMMsoil61865	FOAM_DB
K00366_1.7.7.1	HMMsoil62139	FOAM_DB
K00376_1.7.99.6	HMMsoil62143	FOAM_DB
K00360_1.7.1.1	HMMsoil62088	FOAM_DB
K00372_1.7.99.4	HMMsoil62094	FOAM_DB
K00373	HMMsoil62297	FOAM_DB
K08347_1.7.99.4	HMMsoil62317	FOAM_DB
K00372_1.7.99.4	HMMsoil62362	FOAM_DB
K00362_1.7.1.4	HMMsoil62384	FOAM_DB
K04014	HMMsoil62408	FOAM_DB
K00372_1.7.99.4	HMMsoil62663	FOAM_DB
K00362_1.7.1.4	HMMsoil62649	FOAM_DB
K00362_1.7.1.4	HMMsoil62922	FOAM_DB
K00362_1.7.1.4	HMMsoil62925	FOAM_DB
K00362_1.7.1.4	HMMsoil62937	FOAM_DB
K02567,K00372_1.7.99.4	HMMsoil62953	FOAM_DB
K00370_1.7.99.4	HMMsoil62999	FOAM_DB
K04014	HMMsoil63004	FOAM_DB
K00371_1.7.99.4	HMMsoil63008	FOAM_DB
K02591_1.18.6.1	HMMsoil63263	FOAM_DB
K00368,K02275_1.7.2.1,1.9.3.1	HMMsoil63265	FOAM_DB
K00370_1.7.99.4	HMMsoil63433	FOAM_DB
K04014	HMMsoil63528	FOAM_DB
K00360_1.7.1.1	HMMsoil63541	FOAM_DB
K10534_1.7.1.3	HMMsoil63547	FOAM_DB
K00360_1.7.1.1	HMMsoil63473	FOAM_DB
K02305	HMMsoil63486	FOAM_DB
K04014	HMMsoil63505	FOAM_DB
K00366_1.7.7.1	HMMsoil63761	FOAM_DB
K00376_1.7.99.6	HMMsoil63623	FOAM_DB
K00362_1.7.1.4	HMMsoil63625	FOAM_DB
K00362_1.7.1.4	HMMsoil63831	FOAM_DB
K00376_1.7.99.6	HMMsoil63841	FOAM_DB
K00372_1.7.99.4	HMMsoil63880	FOAM_DB
K00362_1.7.1.4	HMMsoil63905	FOAM_DB
K00362_1.7.1.4	HMMsoil63906	FOAM_DB
K01915_6.3.1.2	HMMsoil63908	FOAM_DB
K00368_1.7.2.1	HMMsoil63916	FOAM_DB
K00362_1.7.1.4	HMMsoil64382	FOAM_DB
K00362_1.7.1.4	HMMsoil64385	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil64040	FOAM_DB
K00372_1.7.99.4	HMMsoil64248	FOAM_DB
K02567_1.7.99.4	HMMsoil64367	FOAM_DB
K00372_1.7.99.4	HMMsoil64641	FOAM_DB
K00374_1.7.99.4	HMMsoil64642	FOAM_DB
K04014	HMMsoil64645	FOAM_DB
K00374_1.7.99.4	HMMsoil64815	FOAM_DB
K04014	HMMsoil64904	FOAM_DB
K00362_1.7.1.4	HMMsoil64940	FOAM_DB
K10535_1.7.3.4	HMMsoil64993	FOAM_DB
K00366_1.7.7.1	HMMsoil65191	FOAM_DB
K00362_1.7.1.4	HMMsoil65208	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil65241	FOAM_DB
K00261_1.4.1.3	HMMsoil65248	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil65426	FOAM_DB
K00372_1.7.99.4	HMMsoil65429	FOAM_DB
K00360_1.7.1.1	HMMsoil65278	FOAM_DB
K00371_1.7.99.4	HMMsoil65375	FOAM_DB
K00261_1.4.1.3	HMMsoil65388	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil65642	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil65556	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil65835	FOAM_DB
K00372_1.7.99.4	HMMsoil65842	FOAM_DB
K04015	HMMsoil65671	FOAM_DB
K00372_1.7.99.4	HMMsoil65701	FOAM_DB
K00372_1.7.99.4	HMMsoil65709	FOAM_DB
K01915_6.3.1.2	HMMsoil65951	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil65771	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil65956	FOAM_DB
K00362_1.7.1.4	HMMsoil66008	FOAM_DB
K00366_1.7.7.1	HMMsoil66208	FOAM_DB
K00360_1.7.1.1	HMMsoil66192	FOAM_DB
K00362_1.7.1.4	HMMsoil66198	FOAM_DB
K00362_1.7.1.4	HMMsoil66473	FOAM_DB
K00366_1.7.7.1	HMMsoil66478	FOAM_DB
K00362_1.7.1.4	HMMsoil66352	FOAM_DB
K00362_1.7.1.4	HMMsoil66353	FOAM_DB
K00362_1.7.1.4	HMMsoil66569	FOAM_DB
K10535_1.7.3.4	HMMsoil66720	FOAM_DB
K00366_1.7.7.1	HMMsoil66724	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil66604	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil66762	FOAM_DB
K00362_1.7.1.4	HMMsoil66765	FOAM_DB
K00372_1.7.99.4	HMMsoil66772	FOAM_DB
K00360_1.7.1.1	HMMsoil66792	FOAM_DB
K00261_1.4.1.3	HMMsoil67039	FOAM_DB
K01915_6.3.1.2	HMMsoil66853	FOAM_DB
K00362_1.7.1.4	HMMsoil66993	FOAM_DB
K00371_1.7.99.4	HMMsoil67003	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil67074	FOAM_DB
K00362_1.7.1.4	HMMsoil67083	FOAM_DB
K00368_1.7.2.1	HMMsoil67166	FOAM_DB
K00363_1.7.1.4	HMMsoil67177	FOAM_DB
K00372_1.7.99.4	HMMsoil67201	FOAM_DB
K00372_1.7.99.4	HMMsoil67254	FOAM_DB
K00372_1.7.99.4	HMMsoil67353	FOAM_DB
K10534_1.7.1.3	HMMsoil67453	FOAM_DB
K00362_1.7.1.4	HMMsoil67593	FOAM_DB
K04015	HMMsoil67616	FOAM_DB
K10534_1.7.1.3	HMMsoil67692	FOAM_DB
K15906,K00371,K08346_1.7.99.4	HMMsoil67636	FOAM_DB
K02567_1.7.99.4	HMMsoil67821	FOAM_DB
K00374_1.7.99.4	HMMsoil67871	FOAM_DB
K04014	HMMsoil67882	FOAM_DB
K00362_1.7.1.4	HMMsoil67938	FOAM_DB
K00362_1.7.1.4	HMMsoil67942	FOAM_DB
K02305_1.7.99.7	HMMsoil67954	FOAM_DB
K00366_1.7.7.1	HMMsoil68065	FOAM_DB
K00363_1.7.1.4	HMMsoil68067	FOAM_DB
K00362_1.7.1.4	HMMsoil68318	FOAM_DB
K04014	HMMsoil68199	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil68321	FOAM_DB
K00362_1.7.1.4	HMMsoil68341	FOAM_DB
K00362_1.7.1.4	HMMsoil68369	FOAM_DB
K00373	HMMsoil68558	FOAM_DB
K00362_1.7.1.4	HMMsoil68642	FOAM_DB
K00366_1.7.7.1	HMMsoil68869	FOAM_DB
K00362_1.7.1.4	HMMsoil68871	FOAM_DB
K00284_1.4.7.1	HMMsoil68846	FOAM_DB
K10534_1.7.1.3	HMMsoil68851	FOAM_DB
K03385_1.7.2.2	HMMsoil69089	FOAM_DB
K00372_1.7.99.4	HMMsoil69053	FOAM_DB
K04014	HMMsoil69127	FOAM_DB
K10535_1.7.3.4	HMMsoil69339	FOAM_DB
K00372_1.7.99.4	HMMsoil69430	FOAM_DB
K04014	HMMsoil69622	FOAM_DB
K04014	HMMsoil69434	FOAM_DB
K00372_1.7.99.4	HMMsoil69901	FOAM_DB
K00372_1.7.99.4	HMMsoil69757	FOAM_DB
K01425_3.5.1.2	HMMsoil69860	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil69917	FOAM_DB
K00362_1.7.1.4	HMMsoil69940	FOAM_DB
K01915_6.3.1.2	HMMsoil69987	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil69997	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil70008	FOAM_DB
K00363_1.7.1.4	HMMsoil70264	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil70222	FOAM_DB
K00373	HMMsoil70233	FOAM_DB
K00370_1.7.99.4	HMMsoil70316	FOAM_DB
K00362_1.7.1.4	HMMsoil70555	FOAM_DB
K00372_1.7.99.4	HMMsoil70760	FOAM_DB
K00265,K00284_1.4.1.13,1.4.1.14,1.4.7.1	HMMsoil70814	FOAM_DB
K00371_1.7.99.4	HMMsoil70859	FOAM_DB
K00373	HMMsoil70904	FOAM_DB
K00372_1.7.99.4	HMMsoil71084	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil71199	FOAM_DB
K00372_1.7.99.4	HMMsoil71229	FOAM_DB
K00374_1.7.99.4	HMMsoil71068	FOAM_DB
K00372_1.7.99.4	HMMsoil71349	FOAM_DB
K00372_1.7.99.4	HMMsoil71355	FOAM_DB
K00260_1.4.1.2	HMMsoil71153	FOAM_DB
K00362_1.7.1.4	HMMsoil71157	FOAM_DB
K00371_1.7.99.4	HMMsoil71315	FOAM_DB
K00372_1.7.99.4	HMMsoil71442	FOAM_DB
K00373	HMMsoil71558	FOAM_DB
K00362_1.7.1.4	HMMsoil71582	FOAM_DB
K00372_1.7.99.4	HMMsoil71862	FOAM_DB
K01953_6.3.5.4	HMMsoil71877	FOAM_DB
K00366_1.7.7.1	HMMsoil72112	FOAM_DB
K00366_1.7.7.1	HMMsoil72148	FOAM_DB
K00360_1.7.1.1	HMMsoil72319	FOAM_DB
K00366_1.7.7.1	HMMsoil72357	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil72365	FOAM_DB
K00362_1.7.1.4	HMMsoil72418	FOAM_DB
K01915_6.3.1.2	HMMsoil72431	FOAM_DB
K00360_1.7.1.1	HMMsoil72439	FOAM_DB
K00374_1.7.99.4	HMMsoil72441	FOAM_DB
K00366_1.7.7.1	HMMsoil72615	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil72705	FOAM_DB
K00362_1.7.1.4	HMMsoil72719	FOAM_DB
K00372_1.7.99.4	HMMsoil72669	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil72866	FOAM_DB
K00372_1.7.99.4	HMMsoil72896	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil72744	FOAM_DB
K00360_1.7.1.1	HMMsoil72946	FOAM_DB
K02586_1.18.6.1	HMMsoil72968	FOAM_DB
K00362_1.7.1.4	HMMsoil72937	FOAM_DB
K00366_1.7.7.1	HMMsoil72940	FOAM_DB
K00368_1.7.2.1	HMMsoil73226	FOAM_DB
K00362_1.7.1.4	HMMsoil73354	FOAM_DB
K00362,K00369_1.7.1.4,1.7.99.4	HMMsoil73390	FOAM_DB
K00374_1.7.99.4	HMMsoil73195	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil73458	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil73459	FOAM_DB
K00362_1.7.1.4	HMMsoil73558	FOAM_DB
K04014	HMMsoil73585	FOAM_DB
