gene	accession	hmmsource
KO:K08164	HMMsoil7336	FOAM_DB
KO:K11617_2.7.13.3	HMMsoil7337	FOAM_DB
KO:K00641_2.3.1.31	HMMsoil7338	FOAM_DB
KO:K09687	HMMsoil7339	FOAM_DB
KO:K00303_1.5.3.1	HMMsoil7340	FOAM_DB
KO:K07519_1.14.12.7	HMMsoil7341	FOAM_DB
KO:K11963	HMMsoil7342	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7255	FOAM_DB
KO:K00170_1.2.7.1	HMMsoil7256	FOAM_DB
KO:K01990	HMMsoil7257	FOAM_DB
KO:K00641_2.3.1.31	HMMsoil7258	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil7259	FOAM_DB
KO:K13766_4.2.1.18	HMMsoil7260	FOAM_DB
KO:K02037	HMMsoil7261	FOAM_DB
KO:K09687	HMMsoil7262	FOAM_DB
KO:K01625_4.1.2.14,4.1.3.16	HMMsoil7263	FOAM_DB
KO:K01995	HMMsoil7264	FOAM_DB
KO:K02794,KO:K02745,KO:K02793_2.7.1.69	HMMsoil7265	FOAM_DB
KO:K09691	HMMsoil7267	FOAM_DB
KO:K02050	HMMsoil7268	FOAM_DB
KO:K00839_2.6.1.-	HMMsoil7270	FOAM_DB
KO:K02028_3.6.3.21	HMMsoil7271	FOAM_DB
KO:K01990	HMMsoil7272	FOAM_DB
KO:K02031,KO:K02032	HMMsoil7273	FOAM_DB
KO:K01571,KO:K01960_4.1.1.3,6.4.1.1	HMMsoil7274	FOAM_DB
KO:K00690_2.4.1.7	HMMsoil7504	FOAM_DB
KO:K07646_2.7.13.3	HMMsoil7505	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil7506	FOAM_DB
KO:K00873_2.7.1.40	HMMsoil7507	FOAM_DB
KO:K04092_5.4.99.5	HMMsoil7368	FOAM_DB
KO:K02025	HMMsoil7369	FOAM_DB
KO:K02072	HMMsoil7370	FOAM_DB
KO:K00951_2.7.6.5	HMMsoil7372	FOAM_DB
KO:K02025	HMMsoil7373	FOAM_DB
KO:K05814	HMMsoil7374	FOAM_DB
KO:K01255,KO:K11142,KO:K01259_3.4.11.1,3.4.11.5	HMMsoil7375	FOAM_DB
KO:K02003,KO:K09810_3.6.3.-	HMMsoil7376	FOAM_DB
KO:K00721_2.4.1.83	HMMsoil7377	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil7378	FOAM_DB
KO:K01515_3.6.1.13	HMMsoil7379	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil7380	FOAM_DB
KO:K01990	HMMsoil7382	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil7383	FOAM_DB
KO:K02053	HMMsoil7384	FOAM_DB
KO:K10001	HMMsoil7386	FOAM_DB
KO:K03782_1.11.1.6,1.11.1.7	HMMsoil7387	FOAM_DB
KO:K02026	HMMsoil7388	FOAM_DB
KO:K02028_3.6.3.21	HMMsoil7389	FOAM_DB
KO:K00666,KO:K01897_6.2.1.-,6.2.1.3	HMMsoil7390	FOAM_DB
KO:K01449_3.5.1.28	HMMsoil7391	FOAM_DB
KO:K02054	HMMsoil7392	FOAM_DB
KO:K02026	HMMsoil7393	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil7394	FOAM_DB
KO:K07636,KO:K07654_2.7.13.3	HMMsoil7395	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil7396	FOAM_DB
KO:K00602_2.1.2.3,3.5.4.10	HMMsoil7398	FOAM_DB
KO:K00677_2.3.1.129	HMMsoil7400	FOAM_DB
KO:K07636_2.7.13.3	HMMsoil7401	FOAM_DB
KO:K01941_6.3.4.6	HMMsoil7404	FOAM_DB
KO:K07777_2.7.13.3	HMMsoil7405	FOAM_DB
KO:K08269_2.7.11.1	HMMsoil7407	FOAM_DB
KO:K06116,KO:K06117_3.1.3.21	HMMsoil7408	FOAM_DB
KO:K02480_2.7.13.3	HMMsoil7410	FOAM_DB
KO:K02486_2.7.13.3	HMMsoil7411	FOAM_DB
KO:K01081_3.1.3.5	HMMsoil7412	FOAM_DB
KO:K02476_2.7.13.3	HMMsoil7414	FOAM_DB
KO:K09691	HMMsoil7275	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil7276	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil7277	FOAM_DB
KO:K02017_3.6.3.29	HMMsoil7278	FOAM_DB
KO:K02006	HMMsoil7279	FOAM_DB
KO:K04487_2.8.1.7	HMMsoil7280	FOAM_DB
KO:K09687	HMMsoil7281	FOAM_DB
KO:K10009	HMMsoil7282	FOAM_DB
KO:K00372,KO:K00369_1.7.99.4	HMMsoil7283	FOAM_DB
KO:K01200_3.2.1.41	HMMsoil7285	FOAM_DB
KO:K00176_1.2.7.3	HMMsoil7286	FOAM_DB
KO:K03587_2.4.1.129	HMMsoil7287	FOAM_DB
KO:K01200_3.2.1.41	HMMsoil7288	FOAM_DB
KO:K02052	HMMsoil7289	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil7290	FOAM_DB
KO:K02003	HMMsoil7291	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil7292	FOAM_DB
KO:K01182_3.2.1.10	HMMsoil7293	FOAM_DB
KO:K02045_3.6.3.25	HMMsoil7295	FOAM_DB
KO:K00689_2.4.1.5	HMMsoil7296	FOAM_DB
KO:K10110	HMMsoil7297	FOAM_DB
KO:K01182_3.2.1.10	HMMsoil7298	FOAM_DB
KO:K00677_2.3.1.129	HMMsoil7299	FOAM_DB
KO:K02052	HMMsoil7300	FOAM_DB
KO:K00162_1.2.4.1	HMMsoil7436	FOAM_DB
KO:K05350,KO:K01188_3.2.1.21	HMMsoil7438	FOAM_DB
KO:K00441_1.12.98.1	HMMsoil7439	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil7440	FOAM_DB
KO:K00176_1.2.7.3	HMMsoil7442	FOAM_DB
KO:K01011_2.8.1.1,2.8.1.2	HMMsoil7443	FOAM_DB
KO:K12983_2.4.1.-	HMMsoil7447	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil7449	FOAM_DB
KO:K08286_2.7.11.-	HMMsoil7450	FOAM_DB
KO:K00975_2.7.7.27	HMMsoil7451	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil7452	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil7453	FOAM_DB
KO:K00845_2.7.1.2	HMMsoil7454	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil7455	FOAM_DB
KO:K00370,KO:K08345_1.7.99.4	HMMsoil7456	FOAM_DB
KO:K01657_4.1.3.27	HMMsoil7457	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil7458	FOAM_DB
KO:K01840_5.4.2.8	HMMsoil7459	FOAM_DB
KO:K07649_2.7.13.3	HMMsoil7460	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil7462	FOAM_DB
KO:K00429_1.11.1.6	HMMsoil7463	FOAM_DB
KO:K10773_4.2.99.18	HMMsoil7464	FOAM_DB
KO:K01958_6.4.1.1	HMMsoil7467	FOAM_DB
KO:K01960_6.4.1.1	HMMsoil7468	FOAM_DB
KO:K01915_6.3.1.2	HMMsoil7470	FOAM_DB
KO:K00164_1.2.4.2	HMMsoil7473	FOAM_DB
KO:K07679_2.7.13.3	HMMsoil7475	FOAM_DB
KO:K00248_1.3.99.2	HMMsoil7343	FOAM_DB
KO:K02023	HMMsoil7344	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7345	FOAM_DB
KO:K01617_4.1.1.77	HMMsoil7346	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7347	FOAM_DB
KO:K07708_2.7.13.3	HMMsoil7348	FOAM_DB
KO:K10199	HMMsoil7349	FOAM_DB
KO:K06857	HMMsoil7350	FOAM_DB
KO:K08325_1.1.-.-	HMMsoil7351	FOAM_DB
KO:K01990	HMMsoil7352	FOAM_DB
KO:K02784	HMMsoil7353	FOAM_DB
KO:K00800_2.5.1.19	HMMsoil7354	FOAM_DB
KO:K02049	HMMsoil7355	FOAM_DB
KO:K02003	HMMsoil7356	FOAM_DB
KO:K00492	HMMsoil7357	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7358	FOAM_DB
KO:K05933_1.14.17.4	HMMsoil7360	FOAM_DB
KO:K02031	HMMsoil7361	FOAM_DB
KO:K02193_3.6.3.41	HMMsoil7362	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil7363	FOAM_DB
KO:K02026	HMMsoil7364	FOAM_DB
KO:K02025	HMMsoil7366	FOAM_DB
KO:K02059	HMMsoil7367	FOAM_DB
KO:K14157_1.5.1.8,1.5.1.9	HMMsoil7413	FOAM_DB
KO:K00384_1.8.1.9	HMMsoil7415	FOAM_DB
KO:K05396_4.4.1.15	HMMsoil7416	FOAM_DB
KO:K01838_5.4.2.6	HMMsoil7417	FOAM_DB
KO:K10234	HMMsoil7418	FOAM_DB
KO:K09471_1.4.3.-	HMMsoil7419	FOAM_DB
KO:K08282_2.7.11.1	HMMsoil7420	FOAM_DB
KO:K01955,KO:K01956_6.3.5.5	HMMsoil7421	FOAM_DB
KO:K00314_1.5.99.1	HMMsoil7422	FOAM_DB
KO:K02216_2.7.11.1	HMMsoil7423	FOAM_DB
KO:K07649_2.7.13.3	HMMsoil7424	FOAM_DB
KO:K07700_2.7.13.3	HMMsoil7425	FOAM_DB
KO:K01243_3.2.2.9	HMMsoil7426	FOAM_DB
KO:K00130_1.2.1.8	HMMsoil7429	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil7431	FOAM_DB
KO:K01451_3.5.1.32	HMMsoil7432	FOAM_DB
KO:K00430_1.11.1.7	HMMsoil7500	FOAM_DB
KO:K01958,KO:K01959,KO:K01960_6.4.1.1	HMMsoil7502	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil7503	FOAM_DB
KO:K00372,KO:K00369_1.7.99.4	HMMsoil7510	FOAM_DB
KO:K00134_1.2.1.12	HMMsoil7511	FOAM_DB
KO:K01199_3.2.1.39	HMMsoil7477	FOAM_DB
KO:K01990	HMMsoil7478	FOAM_DB
KO:K00266_1.4.1.13,1.4.1.14	HMMsoil7480	FOAM_DB
KO:K00249_1.3.99.3	HMMsoil7481	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil7482	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil7483	FOAM_DB
KO:K01956_6.3.5.5	HMMsoil7484	FOAM_DB
KO:K01928_6.3.2.13	HMMsoil7485	FOAM_DB
KO:K07313_3.1.3.16	HMMsoil7486	FOAM_DB
KO:K00360,KO:K00387_1.7.1.1,1.8.3.1	HMMsoil7487	FOAM_DB
KO:K02790,KO:K02791_2.7.1.69	HMMsoil7488	FOAM_DB
KO:K00817_2.6.1.9	HMMsoil7490	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil7491	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil7492	FOAM_DB
KO:K02781_2.7.1.69	HMMsoil7493	FOAM_DB
KO:K00249_1.3.99.3	HMMsoil7494	FOAM_DB
KO:K01457_3.5.1.54	HMMsoil7496	FOAM_DB
KO:K01640_4.1.3.4	HMMsoil7497	FOAM_DB
KO:K00166_1.2.4.4	HMMsoil7498	FOAM_DB
KO:K01182_3.2.1.10	HMMsoil7499	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7512	FOAM_DB
KO:K10440	HMMsoil7513	FOAM_DB
KO:K12583_2.4.1.-	HMMsoil7515	FOAM_DB
KO:K10441,KO:K02056_3.6.3.17	HMMsoil7516	FOAM_DB
KO:K01990	HMMsoil7517	FOAM_DB
KO:K02050	HMMsoil7518	FOAM_DB
KO:K09686	HMMsoil7519	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7520	FOAM_DB
KO:K02057	HMMsoil7522	FOAM_DB
KO:K00567_2.1.1.63	HMMsoil7523	FOAM_DB
KO:K00632,KO:K07513_2.3.1.16	HMMsoil7524	FOAM_DB
KO:K01999	HMMsoil7525	FOAM_DB
KO:K01998	HMMsoil7526	FOAM_DB
KO:K02053	HMMsoil7527	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil7528	FOAM_DB
KO:K09691	HMMsoil7529	FOAM_DB
KO:K03288	HMMsoil7530	FOAM_DB
KO:K09687	HMMsoil7531	FOAM_DB
KO:K10001	HMMsoil7532	FOAM_DB
KO:K10039	HMMsoil7533	FOAM_DB
KO:K01658_4.1.3.27	HMMsoil7534	FOAM_DB
KO:K02030	HMMsoil7535	FOAM_DB
KO:K11617_2.7.13.3	HMMsoil7536	FOAM_DB
KO:K00018_1.1.1.29	HMMsoil7537	FOAM_DB
KO:K13766_4.2.1.18	HMMsoil7538	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil7539	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil7540	FOAM_DB
KO:K01739,KO:K01758_2.5.1.48,4.4.1.1	HMMsoil7541	FOAM_DB
KO:K01426_3.5.1.4	HMMsoil7542	FOAM_DB
KO:K09817_3.6.3.-	HMMsoil7544	FOAM_DB
KO:K01990	HMMsoil7545	FOAM_DB
KO:K10036	HMMsoil7546	FOAM_DB
KO:K00175_1.2.7.3	HMMsoil7547	FOAM_DB
KO:K07708_2.7.13.3	HMMsoil7548	FOAM_DB
KO:K06209_5.4.99.5	HMMsoil7549	FOAM_DB
KO:K10441_3.6.3.17	HMMsoil7550	FOAM_DB
KO:K02003	HMMsoil7551	FOAM_DB
KO:K09687	HMMsoil7552	FOAM_DB
KO:K13598_2.7.13.3	HMMsoil7553	FOAM_DB
KO:K10441_3.6.3.17	HMMsoil7554	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil7556	FOAM_DB
KO:K00124_1.2.1.2	HMMsoil7557	FOAM_DB
KO:K00171_1.2.7.1	HMMsoil7559	FOAM_DB
KO:K01658_4.1.3.27	HMMsoil7560	FOAM_DB
KO:K02755,KO:K02756,KO:K02757,KO:K11191_2.7.1.69	HMMsoil7562	FOAM_DB
KO:K03431_5.4.2.10	HMMsoil7563	FOAM_DB
KO:K10916_2.7.13.3,3.1.3.-	HMMsoil7564	FOAM_DB
KO:K03446	HMMsoil7565	FOAM_DB
KO:K00700_2.4.1.18	HMMsoil7566	FOAM_DB
KO:K02028_3.6.3.21	HMMsoil7568	FOAM_DB
KO:K01178_3.2.1.3	HMMsoil7569	FOAM_DB
KO:K01206_3.2.1.51	HMMsoil7570	FOAM_DB
KO:K01995	HMMsoil7571	FOAM_DB
KO:K01996	HMMsoil7572	FOAM_DB
KO:K01990	HMMsoil7573	FOAM_DB
KO:K01439_3.5.1.18	HMMsoil7574	FOAM_DB
KO:K10112	HMMsoil7575	FOAM_DB
KO:K07652,KO:K02484_2.7.13.3	HMMsoil7576	FOAM_DB
KO:K00710_2.4.1.41	HMMsoil7577	FOAM_DB
KO:K00966,KO:K01840_2.7.7.13,5.4.2.8	HMMsoil7578	FOAM_DB
KO:K05548	HMMsoil7579	FOAM_DB
KO:K02760_2.7.1.69	HMMsoil7580	FOAM_DB
KO:K00588_2.1.1.104	HMMsoil7581	FOAM_DB
KO:K02821_2.7.1.69	HMMsoil7582	FOAM_DB
KO:K02031,KO:K02032	HMMsoil7583	FOAM_DB
KO:K09687	HMMsoil7584	FOAM_DB
KO:K05781	HMMsoil7585	FOAM_DB
KO:K00966,KO:K01840_2.7.7.13,5.4.2.8	HMMsoil7586	FOAM_DB
KO:K01965_6.4.1.3	HMMsoil7587	FOAM_DB
KO:K00134_1.2.1.12	HMMsoil7589	FOAM_DB
KO:K03429_2.4.1.157	HMMsoil7590	FOAM_DB
KO:K01190_3.2.1.23	HMMsoil7592	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil7593	FOAM_DB
KO:K02041	HMMsoil7594	FOAM_DB
KO:K07646_2.7.13.3	HMMsoil7595	FOAM_DB
KO:K13412_2.7.11.1	HMMsoil7596	FOAM_DB
KO:K02484,KO:K07645_2.7.13.3	HMMsoil7597	FOAM_DB
KO:K02010,KO:K02052_3.6.3.30	HMMsoil7598	FOAM_DB
KO:K00219_1.3.1.34	HMMsoil7599	FOAM_DB
KO:K01447,KO:K11066_3.5.1.28	HMMsoil7603	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7604	FOAM_DB
KO:K03445	HMMsoil7606	FOAM_DB
KO:K02023	HMMsoil7607	FOAM_DB
KO:K02768,KO:K08483,KO:K11183_2.7.1.69,2.7.3.9	HMMsoil7608	FOAM_DB
KO:K09817_3.6.3.-	HMMsoil7609	FOAM_DB
KO:K02003	HMMsoil7610	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7611	FOAM_DB
KO:K02049	HMMsoil7612	FOAM_DB
KO:K02003	HMMsoil7613	FOAM_DB
KO:K04110_6.2.1.25	HMMsoil7614	FOAM_DB
KO:K08689_1.14.12.18	HMMsoil7615	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7616	FOAM_DB
KO:K10545_3.6.3.17	HMMsoil7617	FOAM_DB
KO:K00517	HMMsoil7618	FOAM_DB
KO:K00492	HMMsoil7619	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7620	FOAM_DB
KO:K06861_3.6.3.-	HMMsoil7621	FOAM_DB
KO:K00677_2.3.1.129	HMMsoil7622	FOAM_DB
KO:K09687	HMMsoil7623	FOAM_DB
KO:K02042	HMMsoil7624	FOAM_DB
KO:K09687	HMMsoil7626	FOAM_DB
KO:K00517	HMMsoil7628	FOAM_DB
KO:K00224	HMMsoil7629	FOAM_DB
KO:K01631_4.1.2.21	HMMsoil7630	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil7631	FOAM_DB
KO:K02025	HMMsoil7632	FOAM_DB
KO:K02029	HMMsoil7633	FOAM_DB
KO:K00759_2.4.2.7	HMMsoil7634	FOAM_DB
KO:K05845	HMMsoil7635	FOAM_DB
KO:K02002	HMMsoil7636	FOAM_DB
KO:K11202_2.7.1.69	HMMsoil7637	FOAM_DB
KO:K02768,KO:K02806_2.7.1.69	HMMsoil7638	FOAM_DB
KO:K00760_2.4.2.8	HMMsoil7639	FOAM_DB
KO:K05881	HMMsoil7640	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7641	FOAM_DB
KO:K01990	HMMsoil7643	FOAM_DB
KO:K05341_2.4.1.4	HMMsoil7644	FOAM_DB
KO:K00065_1.1.1.125	HMMsoil7645	FOAM_DB
KO:K03777_1.1.1.28	HMMsoil7647	FOAM_DB
KO:K02006	HMMsoil7648	FOAM_DB
KO:K02025	HMMsoil7649	FOAM_DB
KO:K14265_2.6.1.27	HMMsoil7650	FOAM_DB
KO:K01937_6.3.4.2	HMMsoil7651	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil7652	FOAM_DB
KO:K02768,KO:K11183_2.7.1.69	HMMsoil7653	FOAM_DB
KO:K01581_4.1.1.17	HMMsoil7655	FOAM_DB
KO:K00527_1.17.4.2	HMMsoil7656	FOAM_DB
KO:K02028_3.6.3.21	HMMsoil7657	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil7658	FOAM_DB
KO:K01992	HMMsoil7659	FOAM_DB
KO:K00677_2.3.1.129	HMMsoil7660	FOAM_DB
KO:K08856,KO:K08282,KO:K08853,KO:K08286,KO:K08854,KO:K08855_2.7.11.1,2.7.11.-	HMMsoil7661	FOAM_DB
KO:K03574_3.6.1.-	HMMsoil7662	FOAM_DB
KO:K03821_2.3.1.-	HMMsoil7663	FOAM_DB
KO:K02484,KO:K07645_2.7.13.3	HMMsoil7664	FOAM_DB
KO:K00031_1.1.1.42	HMMsoil7665	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil7666	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil7667	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil7668	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil7669	FOAM_DB
KO:K07640_2.7.13.3	HMMsoil7670	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7672	FOAM_DB
KO:K00632_2.3.1.16	HMMsoil7673	FOAM_DB
KO:K00493_1.14.14.1	HMMsoil7674	FOAM_DB
KO:K00813_2.6.1.1	HMMsoil7675	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil7676	FOAM_DB
KO:K01960_6.4.1.1	HMMsoil7677	FOAM_DB
KO:K03574_3.6.1.-	HMMsoil7679	FOAM_DB
KO:K00332,KO:K13378_1.6.5.3	HMMsoil7680	FOAM_DB
KO:K11927_3.6.4.13	HMMsoil7681	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil7778	FOAM_DB
KO:K00274_1.4.3.4	HMMsoil7682	FOAM_DB
KO:K03885_1.6.99.3	HMMsoil7683	FOAM_DB
KO:K05286_2.4.1.-	HMMsoil7684	FOAM_DB
KO:K02768,KO:K11183_2.7.1.69	HMMsoil7685	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil7686	FOAM_DB
KO:K01187_3.2.1.20	HMMsoil7687	FOAM_DB
KO:K01784_5.1.3.2	HMMsoil7688	FOAM_DB
KO:K02275,KO:K00368_1.9.3.1,1.7.2.1	HMMsoil7690	FOAM_DB
KO:K05351_1.1.1.9	HMMsoil7692	FOAM_DB
KO:K04429,KO:K04414,KO:K08833,KO:K04408,KO:K04406,KO:K08286,KO:K08840,KO:K08282,KO:K04407,KO:K04413,KO:K08834,KO:K08836,KO:K08837_2.7.11.1,2.7.11.-	HMMsoil7695	FOAM_DB
KO:K13529_3.2.2.21	HMMsoil7696	FOAM_DB
KO:K00124	HMMsoil7698	FOAM_DB
KO:K00129_1.2.1.5	HMMsoil7699	FOAM_DB
KO:K07636_2.7.13.3	HMMsoil7701	FOAM_DB
KO:K01011_2.8.1.1,2.8.1.2	HMMsoil7703	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil7704	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil7705	FOAM_DB
KO:K04459_3.1.3.16,3.1.3.48	HMMsoil7706	FOAM_DB
KO:K02636	HMMsoil7707	FOAM_DB
KO:K02476,KO:K11614,KO:K11711,KO:K07701_2.7.13.3	HMMsoil7708	FOAM_DB
KO:K00001_1.1.1.1	HMMsoil7710	FOAM_DB
KO:K02476_2.7.13.3	HMMsoil7711	FOAM_DB
KO:K00134_1.2.1.12	HMMsoil7712	FOAM_DB
KO:K02002	HMMsoil7716	FOAM_DB
KO:K15864,KO:K00368,KO:K05601_1.7.2.1,1.7.99.1	HMMsoil7717	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil7718	FOAM_DB
KO:K00162_1.2.4.1	HMMsoil7719	FOAM_DB
KO:K00532_1.12.7.2	HMMsoil7721	FOAM_DB
KO:K00248_1.3.99.2	HMMsoil7724	FOAM_DB
KO:K01834,KO:K15634_5.4.2.1	HMMsoil7725	FOAM_DB
KO:K00266_1.4.1.13,1.4.1.14	HMMsoil7726	FOAM_DB
KO:K06282_1.12.99.6	HMMsoil7728	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil7730	FOAM_DB
KO:K00162_1.2.4.1	HMMsoil7731	FOAM_DB
KO:K00925_2.7.2.1	HMMsoil7733	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil7734	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil7735	FOAM_DB
KO:K10773_4.2.99.18	HMMsoil7736	FOAM_DB
KO:K03885_1.6.99.3	HMMsoil7737	FOAM_DB
KO:K00135_1.2.1.16	HMMsoil7738	FOAM_DB
KO:K00001_1.1.1.1	HMMsoil7739	FOAM_DB
KO:K00384_1.8.1.9	HMMsoil7740	FOAM_DB
KO:K08475,KO:K10125_2.7.13.3	HMMsoil7741	FOAM_DB
KO:K07636_2.7.13.3	HMMsoil7743	FOAM_DB
KO:K13414_2.7.11.25	HMMsoil7744	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil7745	FOAM_DB
KO:K11927_3.6.4.13	HMMsoil7746	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil7747	FOAM_DB
KO:K00362_1.7.1.4	HMMsoil7748	FOAM_DB
KO:K01968_6.4.1.4	HMMsoil7749	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil7750	FOAM_DB
KO:K07716,KO:K11357_2.7.13.3	HMMsoil7751	FOAM_DB
KO:K01802,KO:K05864_5.2.1.8	HMMsoil7752	FOAM_DB
KO:K00813_2.6.1.1	HMMsoil7755	FOAM_DB
KO:K01718_4.2.1.70	HMMsoil7756	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil7757	FOAM_DB
KO:K00362_1.7.1.4	HMMsoil7758	FOAM_DB
KO:K01959_6.4.1.1	HMMsoil7759	FOAM_DB
KO:K08827_2.7.11.1	HMMsoil7761	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil7762	FOAM_DB
KO:K00697_2.4.1.15	HMMsoil7763	FOAM_DB
KO:K00703_2.4.1.21	HMMsoil7764	FOAM_DB
KO:K00123,KO:K05299_1.2.1.2,1.2.1.43	HMMsoil7765	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil7766	FOAM_DB
KO:K00124_1.2.1.2	HMMsoil7767	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil7768	FOAM_DB
KO:K04014	HMMsoil7769	FOAM_DB
KO:K01190_3.2.1.23	HMMsoil7770	FOAM_DB
KO:K05554_4.2.1.-	HMMsoil7771	FOAM_DB
KO:K00123,KO:K08348_1.2.1.2	HMMsoil7772	FOAM_DB
KO:K13183_3.6.4.13	HMMsoil7774	FOAM_DB
KO:K00177_1.2.7.3	HMMsoil7777	FOAM_DB
KO:K01448_3.5.1.28	HMMsoil7847	FOAM_DB
KO:K00127	HMMsoil7848	FOAM_DB
KO:K00625_2.3.1.8	HMMsoil7849	FOAM_DB
KO:K00721_2.4.1.83	HMMsoil7850	FOAM_DB
KO:K10112	HMMsoil7851	FOAM_DB
KO:K00930,KO:K00620_2.7.2.8,2.7.2.-,2.3.1.35,2.3.1.1	HMMsoil7852	FOAM_DB
KO:K14335_2.4.1.-	HMMsoil7853	FOAM_DB
KO:K00698_2.4.1.16	HMMsoil7858	FOAM_DB
KO:K02030	HMMsoil7859	FOAM_DB
KO:K02031	HMMsoil7860	FOAM_DB
KO:K10243	HMMsoil7861	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil7862	FOAM_DB
KO:K09810_3.6.3.-	HMMsoil7863	FOAM_DB
KO:K02003	HMMsoil7864	FOAM_DB
KO:K03825_2.3.1.-	HMMsoil7865	FOAM_DB
KO:K02010_3.6.3.30	HMMsoil7866	FOAM_DB
KO:K02003	HMMsoil7867	FOAM_DB
KO:K02003	HMMsoil7868	FOAM_DB
KO:K10545_3.6.3.17	HMMsoil7869	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7870	FOAM_DB
KO:K00517	HMMsoil7872	FOAM_DB
KO:K01593_4.1.1.28	HMMsoil7873	FOAM_DB
KO:K00599	HMMsoil7876	FOAM_DB
KO:K00599	HMMsoil7877	FOAM_DB
KO:K02003	HMMsoil7878	FOAM_DB
KO:K01990	HMMsoil7879	FOAM_DB
KO:K01850_5.4.99.5	HMMsoil7880	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil7881	FOAM_DB
KO:K01990,KO:K01992,KO:K13926	HMMsoil7780	FOAM_DB
KO:K02023	HMMsoil7781	FOAM_DB
KO:K02806_2.7.1.69	HMMsoil7782	FOAM_DB
KO:K13598_2.7.13.3	HMMsoil7783	FOAM_DB
KO:K10122	HMMsoil7785	FOAM_DB
KO:K11189	HMMsoil7786	FOAM_DB
KO:K02033	HMMsoil7787	FOAM_DB
KO:K01070_3.1.2.12	HMMsoil7789	FOAM_DB
KO:K00963_2.7.7.9	HMMsoil7790	FOAM_DB
KO:K09687	HMMsoil7791	FOAM_DB
KO:K01990	HMMsoil7792	FOAM_DB
KO:K03389_1.8.98.1	HMMsoil7793	FOAM_DB
