gene	accession	hmmsource
KO:K00124_1.2.1.2	HMMsoil50988	FOAM_DB
KO:K01941_6.3.4.6	HMMsoil50811	FOAM_DB
KO:K02030,KO:K02029	HMMsoil50818	FOAM_DB
KO:K07824_1.14.13.12	HMMsoil50820	FOAM_DB
KO:K08857_2.7.11.1	HMMsoil50821	FOAM_DB
KO:K00517	HMMsoil50823	FOAM_DB
KO:K00261_1.4.1.3	HMMsoil50826	FOAM_DB
KO:K01952_6.3.5.3	HMMsoil50827	FOAM_DB
KO:K07645,KO:K02484_2.7.13.3	HMMsoil50828	FOAM_DB
KO:K06153_3.6.1.27	HMMsoil50829	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil50989	FOAM_DB
KO:K00124_1.2.1.2	HMMsoil50990	FOAM_DB
KO:K01652_2.2.1.6	HMMsoil50992	FOAM_DB
KO:K00360_1.7.1.1	HMMsoil50997	FOAM_DB
KO:K11083	HMMsoil50999	FOAM_DB
KO:K09687	HMMsoil51000	FOAM_DB
KO:K01834,KO:K15634_5.4.2.1	HMMsoil51002	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil51004	FOAM_DB
KO:K00847_2.7.1.4	HMMsoil51005	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil51007	FOAM_DB
KO:K01735_4.2.3.4	HMMsoil51010	FOAM_DB
KO:K02006	HMMsoil51011	FOAM_DB
KO:K01999	HMMsoil51012	FOAM_DB
KO:K08159	HMMsoil51017	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil51020	FOAM_DB
KO:K02026	HMMsoil51023	FOAM_DB
KO:K02025	HMMsoil51024	FOAM_DB
KO:K01996	HMMsoil51026	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil50906	FOAM_DB
KO:K07677_2.7.13.3	HMMsoil50907	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil50908	FOAM_DB
KO:K02017_3.6.3.29	HMMsoil50909	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil50910	FOAM_DB
KO:K01895_6.2.1.1	HMMsoil50912	FOAM_DB
KO:K09687	HMMsoil51176	FOAM_DB
KO:K13177_3.6.4.13	HMMsoil51177	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51179	FOAM_DB
KO:K01615_4.1.1.70	HMMsoil51180	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51182	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil51183	FOAM_DB
KO:K01835,KO:K01840_5.4.2.2,5.4.2.8	HMMsoil51185	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil51190	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51191	FOAM_DB
KO:K01247_3.2.2.21	HMMsoil51196	FOAM_DB
KO:K00658_2.3.1.61	HMMsoil51027	FOAM_DB
KO:K03817_2.3.1.-	HMMsoil51032	FOAM_DB
KO:K02017_3.6.3.29	HMMsoil51033	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil51037	FOAM_DB
KO:K09687	HMMsoil51038	FOAM_DB
KO:K02057	HMMsoil51040	FOAM_DB
KO:K02053	HMMsoil51041	FOAM_DB
KO:K02028_3.6.3.21	HMMsoil51042	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil51043	FOAM_DB
KO:K05816_3.6.3.20	HMMsoil51047	FOAM_DB
KO:K11072_3.6.3.31	HMMsoil51048	FOAM_DB
KO:K09252_3.1.1.73	HMMsoil51051	FOAM_DB
KO:K09687	HMMsoil51052	FOAM_DB
KO:K02010_3.6.3.30	HMMsoil51053	FOAM_DB
KO:K01007_2.7.9.2	HMMsoil51056	FOAM_DB
KO:K12368	HMMsoil51059	FOAM_DB
KO:K02003	HMMsoil51062	FOAM_DB
KO:K01224_3.2.1.89	HMMsoil51063	FOAM_DB
KO:K01777_5.1.1.4	HMMsoil51064	FOAM_DB
KO:K01844_5.4.3.3	HMMsoil51065	FOAM_DB
KO:K05366_2.4.1.-,3.4.-.-	HMMsoil51067	FOAM_DB
KO:K08195	HMMsoil51070	FOAM_DB
KO:K02026	HMMsoil51072	FOAM_DB
KO:K02010_3.6.3.30	HMMsoil51074	FOAM_DB
KO:K02575	HMMsoil51076	FOAM_DB
KO:K00120	HMMsoil51077	FOAM_DB
KO:K00249_1.3.99.3	HMMsoil51079	FOAM_DB
KO:K09687	HMMsoil51080	FOAM_DB
KO:K00466_1.13.12.3	HMMsoil51081	FOAM_DB
KO:K02023	HMMsoil51083	FOAM_DB
KO:K02006	HMMsoil51088	FOAM_DB
KO:K00248_1.3.99.2	HMMsoil51089	FOAM_DB
KO:K05846	HMMsoil51092	FOAM_DB
KO:K00224	HMMsoil51093	FOAM_DB
KO:K02041	HMMsoil51094	FOAM_DB
KO:K00601_2.1.2.2	HMMsoil51095	FOAM_DB
KO:K11070	HMMsoil51096	FOAM_DB
KO:K00951_2.7.6.5	HMMsoil51099	FOAM_DB
KO:K01784_5.1.3.2	HMMsoil51523	FOAM_DB
KO:K00171,KO:K00172_1.2.7.1	HMMsoil51524	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51525	FOAM_DB
KO:K01679_4.2.1.2	HMMsoil51102	FOAM_DB
KO:K02026	HMMsoil51103	FOAM_DB
KO:K01897_6.2.1.3	HMMsoil51105	FOAM_DB
KO:K01776_5.1.1.3	HMMsoil51108	FOAM_DB
KO:K07636_2.7.13.3	HMMsoil51112	FOAM_DB
KO:K00769_2.4.2.22	HMMsoil51114	FOAM_DB
KO:K11354_2.7.13.3	HMMsoil51116	FOAM_DB
KO:K04093,KO:K04518,KO:K01713,KO:K14170_5.4.99.5,4.2.1.51	HMMsoil51117	FOAM_DB
KO:K00249_1.3.99.3	HMMsoil51118	FOAM_DB
KO:K01588_5.4.99.18	HMMsoil51120	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil51121	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil51126	FOAM_DB
KO:K00615_2.2.1.1	HMMsoil51129	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51130	FOAM_DB
KO:K01945_6.3.4.13	HMMsoil51131	FOAM_DB
KO:K02027	HMMsoil51133	FOAM_DB
KO:K02027	HMMsoil51134	FOAM_DB
KO:K00124_1.2.1.2	HMMsoil51135	FOAM_DB
KO:K00278_1.4.3.16	HMMsoil51137	FOAM_DB
KO:K02806_2.7.1.69	HMMsoil51140	FOAM_DB
KO:K07636_2.7.13.3	HMMsoil51143	FOAM_DB
KO:K03040_2.7.7.6	HMMsoil51144	FOAM_DB
KO:K02031	HMMsoil51145	FOAM_DB
KO:K01249_3.2.2.-	HMMsoil51147	FOAM_DB
KO:K00951_2.7.6.5	HMMsoil51152	FOAM_DB
KO:K05710	HMMsoil51153	FOAM_DB
KO:K07717_2.7.13.3	HMMsoil51155	FOAM_DB
KO:K08361	HMMsoil51156	FOAM_DB
KO:K07710_2.7.13.3	HMMsoil51159	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil51163	FOAM_DB
KO:K00532_1.12.7.2	HMMsoil51166	FOAM_DB
KO:K00130_1.2.1.8	HMMsoil51169	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51171	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil51173	FOAM_DB
KO:K02030	HMMsoil51174	FOAM_DB
KO:K09686	HMMsoil51175	FOAM_DB
KO:K11594,KO:K13982,KO:K01529_3.6.4.13	HMMsoil51197	FOAM_DB
KO:K00567,KO:K10778_2.1.1.63	HMMsoil51198	FOAM_DB
KO:K00162_1.2.4.1	HMMsoil51201	FOAM_DB
KO:K00001_1.1.1.1	HMMsoil51202	FOAM_DB
KO:K01739_2.5.1.48	HMMsoil51203	FOAM_DB
KO:K00122_1.2.1.2	HMMsoil51210	FOAM_DB
KO:K00135_1.2.1.16	HMMsoil51211	FOAM_DB
KO:K04429,KO:K04414,KO:K08833,KO:K04408,KO:K04406,KO:K08286,KO:K08834,KO:K08840,KO:K08282,KO:K04407,KO:K04413,KO:K08836,KO:K08837_2.7.11.1,2.7.11.-	HMMsoil51213	FOAM_DB
KO:K01247_3.2.2.21	HMMsoil51214	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51216	FOAM_DB
KO:K00171_1.2.7.1	HMMsoil51220	FOAM_DB
KO:K03660_3.2.2.-,4.2.99.18	HMMsoil51222	FOAM_DB
KO:K00567,KO:K10778_2.1.1.63	HMMsoil51224	FOAM_DB
KO:K01956_6.3.5.5	HMMsoil51225	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil51227	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil51228	FOAM_DB
KO:K01895_6.2.1.1	HMMsoil51231	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil51232	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51237	FOAM_DB
KO:K04517,KO:K00210_1.3.1.12	HMMsoil51238	FOAM_DB
KO:K12132_2.7.11.1	HMMsoil51239	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil51240	FOAM_DB
KO:K08884,KO:K08282_2.7.11.1	HMMsoil51241	FOAM_DB
KO:K00362_1.7.1.4	HMMsoil51242	FOAM_DB
KO:K01959_6.4.1.1	HMMsoil51243	FOAM_DB
KO:K00625_2.3.1.8	HMMsoil51244	FOAM_DB
KO:K07704_2.7.13.3	HMMsoil51246	FOAM_DB
KO:K01960_6.4.1.1	HMMsoil51248	FOAM_DB
KO:K00928_2.7.2.4	HMMsoil51249	FOAM_DB
KO:K00356_1.6.99.3	HMMsoil51250	FOAM_DB
KO:K01448_3.5.1.28	HMMsoil51251	FOAM_DB
KO:K00315_1.5.99.2	HMMsoil51253	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil51255	FOAM_DB
KO:K01208_3.2.1.54	HMMsoil51257	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil51262	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil51266	FOAM_DB
KO:K02586_1.18.6.1	HMMsoil51269	FOAM_DB
KO:K00007_1.1.1.11	HMMsoil51270	FOAM_DB
KO:K12990_2.4.1.-	HMMsoil51272	FOAM_DB
KO:K00362_1.7.1.4	HMMsoil51274	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil51275	FOAM_DB
KO:K02799,KO:K02800_2.7.1.69	HMMsoil51278	FOAM_DB
KO:K00390_1.8.4.8	HMMsoil51282	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil51283	FOAM_DB
KO:K00366_1.7.7.1	HMMsoil51284	FOAM_DB
KO:K08217	HMMsoil51285	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil51288	FOAM_DB
KO:K00658_2.3.1.61	HMMsoil51293	FOAM_DB
KO:K11070	HMMsoil51294	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil51295	FOAM_DB
KO:K02008	HMMsoil51296	FOAM_DB
KO:K13530_2.1.1.-	HMMsoil51297	FOAM_DB
KO:K00945_2.7.4.14	HMMsoil51298	FOAM_DB
KO:K02026	HMMsoil51299	FOAM_DB
KO:K01593_4.1.1.28	HMMsoil51300	FOAM_DB
KO:K01768_4.6.1.1	HMMsoil51302	FOAM_DB
KO:K02023	HMMsoil51304	FOAM_DB
KO:K03829_2.3.1.-	HMMsoil51308	FOAM_DB
KO:K02033	HMMsoil51309	FOAM_DB
KO:K01990	HMMsoil51313	FOAM_DB
KO:K01995,KO:K01998	HMMsoil51314	FOAM_DB
KO:K02027	HMMsoil51315	FOAM_DB
KO:K02052	HMMsoil51319	FOAM_DB
KO:K03825_2.3.1.-	HMMsoil51321	FOAM_DB
KO:K02041	HMMsoil51323	FOAM_DB
KO:K01735_4.2.3.4	HMMsoil51326	FOAM_DB
KO:K02761	HMMsoil51329	FOAM_DB
KO:K02017_3.6.3.29	HMMsoil51330	FOAM_DB
KO:K01995	HMMsoil51331	FOAM_DB
KO:K05847	HMMsoil51334	FOAM_DB
KO:K09812	HMMsoil51336	FOAM_DB
KO:K00839_2.6.1.-	HMMsoil51337	FOAM_DB
KO:K02023	HMMsoil51338	FOAM_DB
KO:K02056_3.6.3.17	HMMsoil51340	FOAM_DB
KO:K09812	HMMsoil51341	FOAM_DB
KO:K02056_3.6.3.17	HMMsoil51342	FOAM_DB
KO:K00639_2.3.1.29	HMMsoil51343	FOAM_DB
KO:K01995	HMMsoil51346	FOAM_DB
KO:K10440	HMMsoil51347	FOAM_DB
KO:K11958	HMMsoil51350	FOAM_DB
KO:K14434_2.4.1.-	HMMsoil51352	FOAM_DB
KO:K00172_1.2.7.1	HMMsoil51520	FOAM_DB
KO:K02056_3.6.3.17	HMMsoil51355	FOAM_DB
KO:K07519_1.14.12.7	HMMsoil51357	FOAM_DB
KO:K07519_1.14.12.7	HMMsoil51359	FOAM_DB
KO:K10239	HMMsoil51361	FOAM_DB
KO:K00480_1.14.13.1	HMMsoil51363	FOAM_DB
KO:K02071	HMMsoil51364	FOAM_DB
KO:K09999	HMMsoil51366	FOAM_DB
KO:K02003	HMMsoil51367	FOAM_DB
KO:K01990	HMMsoil51368	FOAM_DB
KO:K00971,KO:K01809_2.7.7.22,5.3.1.8	HMMsoil51373	FOAM_DB
KO:K02003	HMMsoil51375	FOAM_DB
KO:K00517	HMMsoil51376	FOAM_DB
KO:K03380_1.14.13.7	HMMsoil51379	FOAM_DB
KO:K01493_3.5.4.12	HMMsoil51381	FOAM_DB
KO:K01990	HMMsoil51383	FOAM_DB
KO:K02025	HMMsoil51384	FOAM_DB
KO:K05814	HMMsoil51386	FOAM_DB
KO:K01735_4.2.3.4	HMMsoil51388	FOAM_DB
KO:K00761_2.4.2.9	HMMsoil51389	FOAM_DB
KO:K01992	HMMsoil51390	FOAM_DB
KO:K02338_2.7.7.7	HMMsoil51392	FOAM_DB
KO:K02052	HMMsoil51393	FOAM_DB
KO:K01768,KO:K08041,KO:K08045,KO:K08046,KO:K08042,KO:K08047,KO:K08044,KO:K08043,KO:K08048,KO:K08049_4.6.1.1	HMMsoil51394	FOAM_DB
KO:K09691	HMMsoil51395	FOAM_DB
KO:K11189	HMMsoil51396	FOAM_DB
KO:K09820	HMMsoil51400	FOAM_DB
KO:K02218_2.7.11.1	HMMsoil51401	FOAM_DB
KO:K06272_2.7.11.1	HMMsoil51402	FOAM_DB
KO:K11383_2.7.13.3	HMMsoil51403	FOAM_DB
KO:K10616_1.14.13.-	HMMsoil51405	FOAM_DB
KO:K08282,KO:K08835_2.7.11.1	HMMsoil51406	FOAM_DB
KO:K07778,KO:K02480_2.7.13.3	HMMsoil51407	FOAM_DB
KO:K04757_2.7.11.1	HMMsoil51408	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51409	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51410	FOAM_DB
KO:K00331_1.6.5.3	HMMsoil51411	FOAM_DB
KO:K01537_3.6.3.8	HMMsoil51412	FOAM_DB
KO:K10112	HMMsoil51414	FOAM_DB
KO:K01769_4.6.1.2	HMMsoil51415	FOAM_DB
KO:K10195	HMMsoil51417	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil51418	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil51422	FOAM_DB
KO:K02031	HMMsoil51424	FOAM_DB
KO:K01624_4.1.2.13	HMMsoil51425	FOAM_DB
KO:K01969_6.4.1.4	HMMsoil51426	FOAM_DB
KO:K11230_2.7.11.25	HMMsoil51427	FOAM_DB
KO:K00674_2.3.1.117	HMMsoil51428	FOAM_DB
KO:K13018_2.3.1.-	HMMsoil51430	FOAM_DB
KO:K03407_2.7.13.3	HMMsoil51431	FOAM_DB
KO:K00758_2.4.2.4	HMMsoil51434	FOAM_DB
KO:K00164_1.2.4.2	HMMsoil51435	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil51436	FOAM_DB
KO:K00756_2.4.2.2	HMMsoil51437	FOAM_DB
KO:K10773_4.2.99.18	HMMsoil51438	FOAM_DB
KO:K03446	HMMsoil51440	FOAM_DB
KO:K01996	HMMsoil51441	FOAM_DB
KO:K11706	HMMsoil51446	FOAM_DB
KO:K00326_1.6.2.2	HMMsoil51449	FOAM_DB
KO:K00951,KO:K06209_2.7.6.5,5.4.99.5	HMMsoil51450	FOAM_DB
KO:K01184_3.2.1.15	HMMsoil51580	FOAM_DB
KO:K00122_1.2.1.2	HMMsoil51451	FOAM_DB
KO:K00609_2.1.3.2	HMMsoil51452	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil51454	FOAM_DB
KO:K06282_1.12.99.6	HMMsoil51455	FOAM_DB
KO:K02668_2.7.13.3	HMMsoil51456	FOAM_DB
KO:K11228_2.7.11.-	HMMsoil51457	FOAM_DB
KO:K02016	HMMsoil51458	FOAM_DB
KO:K07678_2.7.13.3	HMMsoil51459	FOAM_DB
KO:K03564_1.11.1.15	HMMsoil51460	FOAM_DB
KO:K01847,KO:K01848,KO:K01849,KO:K14447_5.4.99.2	HMMsoil51465	FOAM_DB
KO:K01941_6.3.4.6	HMMsoil51466	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil51469	FOAM_DB
KO:K00441_1.12.98.1	HMMsoil51470	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil51473	FOAM_DB
KO:K00891_2.7.1.71	HMMsoil51475	FOAM_DB
KO:K00248_1.3.99.2	HMMsoil51477	FOAM_DB
KO:K02484_2.7.13.3	HMMsoil51479	FOAM_DB
KO:K07679_2.7.13.3	HMMsoil51480	FOAM_DB
KO:K07675_2.7.13.3	HMMsoil51483	FOAM_DB
KO:K00567_2.1.1.63	HMMsoil51484	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil51486	FOAM_DB
KO:K00249_1.3.99.3	HMMsoil51487	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil51489	FOAM_DB
KO:K08349	HMMsoil51492	FOAM_DB
KO:K07718_2.7.13.3	HMMsoil51494	FOAM_DB
KO:K00873_2.7.1.40	HMMsoil51495	FOAM_DB
KO:K00366_1.7.7.1	HMMsoil51496	FOAM_DB
KO:K00134_1.2.1.12	HMMsoil51498	FOAM_DB
KO:K13529,KO:K01247_3.2.2.21	HMMsoil51501	FOAM_DB
KO:K07638,KO:K02484_2.7.13.3	HMMsoil51503	FOAM_DB
KO:K07709,KO:K07710_2.7.13.3	HMMsoil51506	FOAM_DB
KO:K15634,KO:K01834_5.4.2.1	HMMsoil51507	FOAM_DB
KO:K08691_4.1.3.24	HMMsoil51509	FOAM_DB
KO:K00124	HMMsoil51511	FOAM_DB
KO:K01236_3.2.1.141	HMMsoil51512	FOAM_DB
KO:K07708_2.7.13.3	HMMsoil51513	FOAM_DB
KO:K00700_2.4.1.18	HMMsoil51514	FOAM_DB
KO:K05744,KO:K05743,KO:K08841_2.7.11.1,2.7.12.1	HMMsoil51516	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51518	FOAM_DB
KO:K07646_2.7.13.3	HMMsoil51519	FOAM_DB
KO:K00205_1.2.99.5	HMMsoil51527	FOAM_DB
KO:K08483,KO:K11189,KO:K11201,KO:K02768_2.7.3.9,2.7.1.69	HMMsoil51530	FOAM_DB
KO:K01835,KO:K01840,KO:K01842_5.4.2.2,5.4.2.8	HMMsoil51531	FOAM_DB
KO:K01965_6.4.1.3	HMMsoil51534	FOAM_DB
KO:K00390_1.8.4.8	HMMsoil51535	FOAM_DB
KO:K02000_3.6.3.32	HMMsoil51536	FOAM_DB
KO:K01735,KO:K13830,KO:K00014,KO:K00800,KO:K00891,KO:K03785_4.2.3.4,4.2.1.10,1.1.1.25,2.7.1.71,2.5.1.19	HMMsoil51543	FOAM_DB
KO:K00108_1.1.99.1	HMMsoil51549	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil51551	FOAM_DB
KO:K11065_1.11.1.15	HMMsoil51554	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil51555	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil51557	FOAM_DB
KO:K09687	HMMsoil51558	FOAM_DB
KO:K00529_1.18.1.3	HMMsoil51562	FOAM_DB
KO:K01990	HMMsoil51566	FOAM_DB
KO:K02482,KO:K13598_2.7.13.3	HMMsoil51567	FOAM_DB
KO:K00766_2.4.2.18	HMMsoil51570	FOAM_DB
KO:K02033	HMMsoil51573	FOAM_DB
KO:K00380_1.8.1.2	HMMsoil51576	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil51577	FOAM_DB
KO:K00380_1.8.1.2	HMMsoil51578	FOAM_DB
KO:K00370_1.7.99.4	HMMsoil51579	FOAM_DB
KO:K02053	HMMsoil51596	FOAM_DB
KO:K01448_3.5.1.28	HMMsoil51598	FOAM_DB
KO:K09687	HMMsoil51599	FOAM_DB
KO:K11704	HMMsoil51600	FOAM_DB
KO:K08195	HMMsoil51602	FOAM_DB
KO:K02023	HMMsoil51607	FOAM_DB
KO:K09687	HMMsoil51610	FOAM_DB
KO:K02052	HMMsoil51614	FOAM_DB
KO:K02010_3.6.3.30	HMMsoil51616	FOAM_DB
KO:K02023	HMMsoil51618	FOAM_DB
KO:K01209_3.2.1.55	HMMsoil51619	FOAM_DB
KO:K02028,KO:K02029,KO:K10821,KO:K10038,KO:K10017,KO:K10021,KO:K10025,KO:K10010,KO:K06021_3.6.3.21,3.6.3.-,3.6.3.27	HMMsoil51620	FOAM_DB
KO:K08165	HMMsoil51621	FOAM_DB
KO:K02023	HMMsoil51622	FOAM_DB
KO:K05816_3.6.3.20	HMMsoil51626	FOAM_DB
KO:K02018	HMMsoil51627	FOAM_DB
KO:K00619_2.3.1.1	HMMsoil51628	FOAM_DB
KO:K00011_1.1.1.21	HMMsoil51633	FOAM_DB
KO:K07407_3.2.1.22	HMMsoil51635	FOAM_DB
KO:K00382_1.8.1.4	HMMsoil51636	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil51657	FOAM_DB
KO:K03280_2.4.1.56	HMMsoil51658	FOAM_DB
KO:K02057	HMMsoil51659	FOAM_DB
KO:K01990	HMMsoil51660	FOAM_DB
KO:K02026	HMMsoil51661	FOAM_DB
KO:K10016	HMMsoil51662	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil51663	FOAM_DB
KO:K01835,KO:K01840_5.4.2.2,5.4.2.8	HMMsoil51665	FOAM_DB
KO:K02025	HMMsoil51667	FOAM_DB
KO:K00492	HMMsoil51669	FOAM_DB
KO:K00599	HMMsoil51670	FOAM_DB
KO:K05989_3.2.1.40	HMMsoil51671	FOAM_DB
KO:K02364_2.7.7.-	HMMsoil51672	FOAM_DB
KO:K02033	HMMsoil51675	FOAM_DB
KO:K02025	HMMsoil51678	FOAM_DB
KO:K10233	HMMsoil51680	FOAM_DB
KO:K00517	HMMsoil51682	FOAM_DB
KO:K02013_3.6.3.34	HMMsoil51685	FOAM_DB
KO:K01084_3.1.3.9	HMMsoil51686	FOAM_DB
KO:K02760_2.7.1.69	HMMsoil51687	FOAM_DB
KO:K01995	HMMsoil51689	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil51692	FOAM_DB
KO:K02063	HMMsoil51693	FOAM_DB
KO:K01692_4.2.1.17	HMMsoil51695	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil51696	FOAM_DB
KO:K11527_2.7.13.3	HMMsoil51697	FOAM_DB
KO:K12267_1.8.4.11,1.8.4.12	HMMsoil51699	FOAM_DB
KO:K00335,KO:K05587_1.6.5.3	HMMsoil51701	FOAM_DB
KO:K07638_2.7.13.3	HMMsoil51704	FOAM_DB
KO:K00762_2.4.2.10	HMMsoil51705	FOAM_DB
KO:K07824_1.14.13.12	HMMsoil51706	FOAM_DB
KO:K08282_2.7.11.1	HMMsoil51707	FOAM_DB
KO:K13018_2.3.1.-	HMMsoil51708	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51709	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil51712	FOAM_DB
KO:K02026	HMMsoil51716	FOAM_DB
KO:K00962_2.7.7.8	HMMsoil51718	FOAM_DB
KO:K00904_2.7.1.113	HMMsoil51720	FOAM_DB
KO:K05396_4.4.1.15	HMMsoil51722	FOAM_DB
KO:K01477_3.5.3.4	HMMsoil51723	FOAM_DB
KO:K02424	HMMsoil51724	FOAM_DB
KO:K10907,KO:K14267,KO:K00841,KO:K14287,KO:K00816,KO:K14264,KO:K00837,KO:K00818_2.6.1.-,2.6.1.17,2.6.1.7,4.4.1.13,2.6.1.64,2.6.1.11	HMMsoil51725	FOAM_DB
KO:K00001_1.1.1.1	HMMsoil51726	FOAM_DB
KO:K10002	HMMsoil51728	FOAM_DB
KO:K01239_3.2.2.1	HMMsoil51729	FOAM_DB
KO:K08884_2.7.11.1	HMMsoil51732	FOAM_DB
KO:K02482_2.7.13.3	HMMsoil51733	FOAM_DB
KO:K10563_3.2.2.23,4.2.99.18	HMMsoil51736	FOAM_DB
KO:K02032	HMMsoil51738	FOAM_DB
KO:K00219_1.3.1.34	HMMsoil51739	FOAM_DB
KO:K07252_3.6.1.43	HMMsoil51582	FOAM_DB
KO:K00548_2.1.1.13	HMMsoil51584	FOAM_DB
KO:K00567_2.1.1.63	HMMsoil51586	FOAM_DB
KO:K00266_1.4.1.13,1.4.1.14	HMMsoil51589	FOAM_DB
KO:K01990	HMMsoil51591	FOAM_DB
KO:K02761	HMMsoil51592	FOAM_DB
KO:K01915_6.3.1.2	HMMsoil51594	FOAM_DB
KO:K10554	HMMsoil51595	FOAM_DB
KO:K09691	HMMsoil51751	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51752	FOAM_DB
KO:K00123,KO:K08348_1.2.1.2	HMMsoil51753	FOAM_DB
KO:K01652_2.2.1.6	HMMsoil51755	FOAM_DB
KO:K07679,KO:K07677_2.7.13.3	HMMsoil51756	FOAM_DB
KO:K00395_1.8.99.2	HMMsoil51758	FOAM_DB
KO:K00372_1.7.99.4	HMMsoil51760	FOAM_DB
KO:K00363_1.7.1.4	HMMsoil51761	FOAM_DB
KO:K01509_3.6.1.3	HMMsoil51762	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51765	FOAM_DB
KO:K00058_1.1.1.95	HMMsoil51766	FOAM_DB
KO:K01937_6.3.4.2	HMMsoil51767	FOAM_DB
KO:K00532_1.12.7.2	HMMsoil51768	FOAM_DB
KO:K01485_3.5.4.1	HMMsoil51770	FOAM_DB
KO:K00758_2.4.2.4	HMMsoil51771	FOAM_DB
KO:K00205_1.2.99.5	HMMsoil51772	FOAM_DB
KO:K02074	HMMsoil51773	FOAM_DB
KO:K00252_1.3.99.7	HMMsoil51774	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51775	FOAM_DB
KO:K00020_1.1.1.31	HMMsoil51776	FOAM_DB
KO:K00366_1.7.7.1	HMMsoil51777	FOAM_DB
KO:K00384_1.8.1.9	HMMsoil51779	FOAM_DB
KO:K00130_1.2.1.8	HMMsoil51780	FOAM_DB
KO:K03388_1.8.98.1	HMMsoil51782	FOAM_DB
KO:K01179_3.2.1.4	HMMsoil51784	FOAM_DB
KO:K02476,KO:K11711_2.7.13.3	HMMsoil51785	FOAM_DB
KO:K07704_2.7.13.3	HMMsoil51787	FOAM_DB
KO:K00123_1.2.1.2	HMMsoil51789	FOAM_DB
KO:K00128_1.2.1.3	HMMsoil51793	FOAM_DB
KO:K02218_2.7.11.1	HMMsoil51794	FOAM_DB
KO:K00244_1.3.99.1	HMMsoil51795	FOAM_DB
KO:K00690_2.4.1.7	HMMsoil51796	FOAM_DB
KO:K00381_1.8.1.2	HMMsoil51797	FOAM_DB
KO:K01649_2.3.3.13	HMMsoil51801	FOAM_DB
KO:K12567_2.7.11.1	HMMsoil51802	FOAM_DB
KO:K01784_5.1.3.2	HMMsoil51803	FOAM_DB
KO:K07646_2.7.13.3	HMMsoil51806	FOAM_DB
KO:K04093,KO:K04518,KO:K14170_5.4.99.5,4.2.1.51	HMMsoil51808	FOAM_DB
